ID,性別,年齢,年齢バケット,居住地_都道府県,居住地_市区町村
ID_472,女性,23,20代,栃木県,大田原市
ID_473,女性,43,40代,東京都,練馬区
ID_474,女性,43,40代,栃木県,那須塩原市
ID_475,女性,41,40代,茨城県,古河市
ID_476,女性,33,30代,群馬県,太田市
ID_477,女性,51,50代,栃木県,芳賀郡茂木町
ID_478,女性,59,50代,栃木県,宇都宮市
ID_479,男性,30,30代,栃木県,下都賀郡壬生町
ID_480,女性,43,40代,栃木県,日光市
ID_481,女性,63,60代,栃木県,足利市
ID_482,女性,34,30代,栃木県,矢板市
ID_483,女性,33,30代,栃木県,真岡市
ID_484,男性,60,60代,栃木県,小山市
ID_485,女性,55,50代,栃木県,宇都宮市
ID_486,女性,60,60代,栃木県,栃木市
ID_487,女性,34,30代,群馬県,邑楽郡邑楽町
ID_488,女性,19,20代,栃木県,宇都宮市
ID_489,女性,43,40代,栃木県,宇都宮市
ID_490,女性,58,50代,栃木県,佐野市
ID_491,女性,30,30代,栃木県,足利市
ID_492,女性,20,20代,群馬県,館林市
ID_493,女性,41,40代,栃木県,宇都宮市
ID_494,女性,48,40代,栃木県,宇都宮市
ID_495,女性,42,40代,栃木県,宇都宮市
ID_496,女性,54,50代,茨城県,古河市
ID_497,男性,69,60代,栃木県,足利市
ID_498,女性,42,40代,栃木県,宇都宮市
ID_499,女性,55,50代,栃木県,足利市
ID_500,男性,48,40代,栃木県,日光市
ID_501,女性,39,30代,栃木県,栃木市
ID_502,女性,44,40代,栃木県,河内郡上三川町
ID_503,女性,21,20代,栃木県,那須郡那須町
ID_504,女性,48,40代,栃木県,日光市
ID_505,女性,31,30代,栃木県,宇都宮市
ID_506,女性,64,60代,茨城県,古河市
ID_507,女性,26,20代,群馬県,前橋市
ID_508,男性,40,40代,栃木県,鹿沼市
ID_509,女性,43,40代,群馬県,太田市
ID_510,男性,27,20代,栃木県,鹿沼市
ID_511,男性,24,20代,栃木県,さくら市
ID_512,男性,23,20代,栃木県,大田原市
ID_513,女性,45,40代,栃木県,宇都宮市
ID_514,女性,52,50代,群馬県,みどり市
ID_515,女性,43,40代,栃木県,大田原市
ID_516,男性,48,40代,栃木県,佐野市
ID_517,男性,48,40代,栃木県,日光市
ID_518,女性,37,30代,栃木県,真岡市
ID_519,女性,56,50代,群馬県,みどり市
ID_520,男性,38,30代,栃木県,小山市
ID_521,女性,63,60代,栃木県,足利市
ID_522,女性,58,50代,群馬県,館林市
ID_523,男性,37,30代,栃木県,河内郡上三川町
ID_524,女性,27,20代,栃木県,矢板市
ID_525,女性,47,40代,栃木県,矢板市
ID_526,女性,36,30代,栃木県,小山市
ID_527,女性,47,40代,栃木県,下都賀郡野木町
ID_528,女性,46,40代,栃木県,栃木市
ID_529,男性,46,40代,栃木県,鹿沼市
ID_530,女性,32,30代,群馬県,邑楽郡板倉町
ID_531,男性,41,40代,茨城県,古河市
ID_532,女性,52,50代,栃木県,宇都宮市
ID_533,女性,47,40代,栃木県,足利市
ID_534,女性,48,40代,栃木県,栃木市
ID_535,男性,42,40代,神奈川県,川崎市麻生区
ID_536,女性,23,20代,栃木県,宇都宮市
ID_537,女性,29,20代,群馬県,太田市
ID_538,女性,35,30代,栃木県,河内郡上三川町
ID_539,男性,40,40代,栃木県,下都賀郡野木町
ID_540,女性,55,50代,栃木県,小山市
ID_541,女性,58,50代,栃木県,宇都宮市
ID_542,女性,44,40代,栃木県,宇都宮市
ID_543,女性,21,20代,茨城県,常総市
ID_544,男性,34,30代,栃木県,宇都宮市
ID_545,女性,57,50代,栃木県,小山市
ID_546,女性,22,20代,栃木県,矢板市
ID_547,女性,53,50代,栃木県,矢板市
ID_548,女性,57,50代,茨城県,古河市
ID_549,女性,36,30代,群馬県,太田市
ID_550,女性,56,50代,栃木県,下都賀郡野木町
ID_551,女性,47,40代,栃木県,日光市
ID_552,男性,60,60代,栃木県,栃木市
ID_553,女性,47,40代,栃木県,宇都宮市
ID_554,男性,27,20代,栃木県,宇都宮市
ID_555,女性,40,40代,栃木県,那須烏山市
ID_556,男性,63,60代,長崎県,大村市
ID_557,女性,29,20代,栃木県,小山市
ID_558,女性,28,20代,栃木県,塩谷郡高根沢町
ID_559,男性,40,40代,栃木県,宇都宮市
ID_560,男性,31,30代,栃木県,日光市
ID_561,女性,44,40代,栃木県,那須塩原市
ID_562,女性,42,40代,栃木県,宇都宮市
ID_563,男性,76,70歳以上,栃木県,那須塩原市
ID_564,女性,47,40代,栃木県,宇都宮市
ID_565,女性,64,60代,埼玉県,久喜市
ID_566,女性,56,50代,栃木県,下都賀郡野木町
ID_567,男性,53,50代,福島県,須賀川市
ID_568,女性,44,40代,群馬県,前橋市
ID_569,男性,38,30代,栃木県,佐野市
ID_570,女性,20,20代,栃木県,宇都宮市
ID_571,女性,49,40代,栃木県,真岡市
ID_572,女性,28,20代,栃木県,宇都宮市
ID_573,女性,43,40代,栃木県,佐野市
ID_574,男性,62,60代,栃木県,宇都宮市
ID_575,男性,71,70歳以上,栃木県,足利市
ID_576,女性,41,40代,栃木県,大田原市
ID_577,女性,45,40代,群馬県,太田市
ID_578,男性,45,40代,栃木県,鹿沼市
ID_579,女性,42,40代,栃木県,日光市
ID_580,女性,45,40代,栃木県,宇都宮市
ID_581,女性,61,60代,栃木県,大田原市
ID_582,女性,50,50代,栃木県,栃木市
ID_583,女性,32,30代,栃木県,栃木市
ID_584,男性,39,30代,栃木県,宇都宮市
ID_585,女性,41,40代,栃木県,那須塩原市
ID_586,女性,53,50代,栃木県,足利市
ID_587,女性,42,40代,栃木県,真岡市
ID_588,男性,41,40代,福島県,白河市
ID_589,女性,64,60代,栃木県,宇都宮市
ID_590,女性,44,40代,栃木県,塩谷郡高根沢町
ID_591,女性,41,40代,栃木県,宇都宮市
ID_592,男性,57,50代,栃木県,佐野市
ID_593,男性,27,20代,福島県,西白河郡西郷村
ID_594,女性,30,30代,栃木県,下都賀郡野木町
ID_595,女性,47,40代,栃木県,宇都宮市
ID_596,女性,60,60代,栃木県,真岡市
ID_597,女性,27,20代,栃木県,宇都宮市
ID_598,女性,29,20代,栃木県,宇都宮市
ID_599,男性,47,40代,栃木県,足利市
ID_600,男性,29,20代,栃木県,栃木市
ID_601,女性,37,30代,栃木県,宇都宮市
ID_602,女性,36,30代,埼玉県,幸手市
ID_603,女性,51,50代,栃木県,塩谷郡高根沢町
ID_604,男性,31,30代,栃木県,宇都宮市
ID_605,女性,49,40代,栃木県,小山市
ID_606,女性,24,20代,青森県,弘前市
ID_607,男性,29,20代,栃木県,塩谷郡高根沢町
ID_608,男性,33,30代,栃木県,宇都宮市
ID_609,女性,58,50代,栃木県,下野市
ID_610,女性,26,20代,埼玉県,深谷市
ID_611,女性,31,30代,茨城県,筑西市
ID_612,女性,63,60代,栃木県,宇都宮市
ID_613,男性,58,50代,栃木県,宇都宮市
ID_614,女性,55,50代,栃木県,鹿沼市
ID_615,男性,24,20代,栃木県,小山市
ID_616,女性,64,60代,栃木県,宇都宮市
ID_617,女性,74,70歳以上,栃木県,栃木市
ID_618,女性,44,40代,栃木県,宇都宮市
ID_619,男性,43,40代,栃木県,宇都宮市
ID_620,男性,49,40代,栃木県,宇都宮市
ID_621,女性,63,60代,栃木県,宇都宮市
ID_622,女性,35,30代,栃木県,那須烏山市
ID_623,女性,40,40代,栃木県,宇都宮市
ID_624,女性,51,50代,埼玉県,羽生市
ID_625,女性,45,40代,栃木県,宇都宮市
ID_626,男性,61,60代,栃木県,足利市
ID_627,女性,28,20代,栃木県,宇都宮市
ID_628,男性,43,40代,栃木県,栃木市
ID_629,男性,46,40代,栃木県,大田原市
ID_630,男性,44,40代,栃木県,塩谷郡高根沢町
ID_631,男性,41,40代,栃木県,佐野市
ID_632,男性,45,40代,栃木県,栃木市
ID_633,男性,38,30代,埼玉県,富士見市
ID_634,女性,30,30代,栃木県,宇都宮市
ID_635,女性,45,40代,栃木県,那須郡那須町
ID_636,女性,42,40代,栃木県,那須塩原市
ID_637,女性,54,50代,群馬県,邑楽郡邑楽町
ID_638,男性,68,60代,栃木県,栃木市
ID_639,男性,50,50代,栃木県,小山市
ID_640,男性,46,40代,栃木県,宇都宮市
ID_641,男性,41,40代,栃木県,下都賀郡壬生町
ID_642,女性,41,40代,栃木県,足利市
ID_643,女性,29,20代,栃木県,宇都宮市
ID_644,女性,55,50代,栃木県,河内郡上三川町
ID_645,女性,58,50代,栃木県,宇都宮市
ID_646,男性,54,50代,群馬県,邑楽郡邑楽町
ID_647,男性,32,30代,栃木県,宇都宮市
ID_648,女性,48,40代,栃木県,栃木市
ID_649,女性,68,60代,栃木県,小山市
ID_650,女性,31,30代,栃木県,佐野市
ID_651,男性,53,50代,栃木県,鹿沼市
ID_652,女性,43,40代,栃木県,那須塩原市
ID_653,男性,32,30代,栃木県,那須郡那須町
ID_654,男性,34,30代,栃木県,足利市
ID_655,女性,42,40代,山形県,山形市
ID_656,男性,46,40代,茨城県,筑西市
ID_657,女性,27,20代,栃木県,宇都宮市
ID_658,女性,44,40代,栃木県,宇都宮市
ID_659,男性,33,30代,栃木県,宇都宮市
ID_660,女性,23,20代,栃木県,那須塩原市
ID_661,女性,46,40代,栃木県,宇都宮市
ID_662,男性,62,60代,栃木県,宇都宮市
ID_663,女性,31,30代,栃木県,大田原市
ID_664,男性,29,20代,栃木県,栃木市
ID_665,男性,31,30代,栃木県,小山市
ID_666,女性,57,50代,栃木県,宇都宮市
ID_667,女性,67,60代,栃木県,大田原市
ID_668,男性,33,30代,栃木県,足利市
ID_669,女性,38,30代,栃木県,宇都宮市
ID_670,女性,57,50代,群馬県,館林市
ID_671,女性,40,40代,栃木県,宇都宮市
ID_672,女性,26,20代,栃木県,下都賀郡壬生町
ID_673,女性,34,30代,栃木県,矢板市
ID_674,女性,31,30代,栃木県,那須塩原市
ID_675,女性,54,50代,栃木県,那須塩原市
ID_676,男性,46,40代,栃木県,佐野市
ID_677,男性,65,60代,埼玉県,幸手市
ID_678,女性,60,60代,栃木県,那須郡那珂川町
ID_679,女性,38,30代,栃木県,真岡市
ID_680,女性,24,20代,栃木県,大田原市
ID_681,男性,38,30代,栃木県,佐野市
ID_682,女性,46,40代,栃木県,宇都宮市
ID_683,男性,30,30代,栃木県,日光市
ID_684,女性,25,20代,栃木県,佐野市
ID_685,女性,29,20代,栃木県,真岡市
ID_686,女性,43,40代,栃木県,大田原市
ID_687,女性,48,40代,栃木県,足利市
ID_688,女性,47,40代,栃木県,大田原市
ID_689,男性,43,40代,栃木県,足利市
ID_690,男性,62,60代,栃木県,小山市
ID_691,女性,55,50代,栃木県,佐野市
ID_692,女性,29,20代,栃木県,真岡市
ID_693,女性,36,30代,栃木県,足利市
ID_694,男性,53,50代,栃木県,栃木市
ID_695,男性,38,30代,栃木県,大田原市
ID_696,女性,58,50代,栃木県,佐野市
ID_697,男性,27,20代,栃木県,宇都宮市
ID_698,男性,48,40代,栃木県,那須塩原市
ID_699,男性,45,40代,栃木県,足利市
ID_700,女性,56,50代,栃木県,小山市
ID_701,女性,64,60代,栃木県,宇都宮市
ID_702,女性,50,50代,栃木県,宇都宮市
ID_703,女性,30,30代,栃木県,宇都宮市
ID_704,女性,35,30代,栃木県,宇都宮市
ID_705,男性,44,40代,栃木県,宇都宮市
ID_706,男性,59,50代,栃木県,足利市
ID_707,男性,68,60代,群馬県,邑楽郡邑楽町
ID_708,女性,41,40代,栃木県,小山市
ID_709,女性,48,40代,栃木県,栃木市
ID_710,女性,39,30代,栃木県,小山市
ID_711,女性,56,50代,栃木県,芳賀郡芳賀町
ID_712,女性,58,50代,栃木県,真岡市
ID_713,男性,61,60代,栃木県,日光市
ID_714,女性,55,50代,埼玉県,深谷市
ID_715,女性,34,30代,栃木県,矢板市
ID_716,女性,52,50代,栃木県,宇都宮市
ID_717,女性,54,50代,栃木県,芳賀郡益子町
ID_718,女性,46,40代,栃木県,真岡市
ID_719,女性,66,60代,栃木県,佐野市
ID_720,女性,68,60代,栃木県,足利市
ID_721,女性,51,50代,栃木県,宇都宮市
ID_722,女性,27,20代,栃木県,小山市
ID_723,女性,26,20代,栃木県,宇都宮市
ID_724,女性,44,40代,栃木県,鹿沼市
ID_725,男性,44,40代,栃木県,宇都宮市
ID_726,女性,57,50代,栃木県,下都賀郡野木町
ID_727,女性,58,50代,栃木県,宇都宮市
ID_728,男性,67,60代,群馬県,太田市
ID_729,女性,25,20代,北海道,札幌市厚別区
ID_730,女性,62,60代,栃木県,宇都宮市
ID_731,女性,49,40代,栃木県,小山市
ID_732,男性,61,60代,栃木県,足利市
ID_733,女性,28,20代,栃木県,宇都宮市
ID_734,女性,42,40代,栃木県,宇都宮市
ID_735,男性,30,30代,栃木県,小山市
ID_736,女性,65,60代,栃木県,宇都宮市
ID_737,女性,27,20代,栃木県,宇都宮市
ID_738,女性,38,30代,栃木県,宇都宮市
ID_739,女性,70,70歳以上,栃木県,鹿沼市
ID_740,女性,31,30代,栃木県,宇都宮市
ID_741,女性,28,20代,栃木県,那須塩原市
ID_742,男性,46,40代,茨城県,筑西市
ID_743,女性,39,30代,栃木県,塩谷郡高根沢町
ID_744,女性,59,50代,栃木県,宇都宮市
ID_745,女性,40,40代,栃木県,宇都宮市
ID_746,女性,58,50代,栃木県,日光市
ID_747,女性,24,20代,栃木県,那須塩原市
ID_748,女性,62,60代,栃木県,那須郡那須町
ID_749,男性,27,20代,栃木県,大田原市
ID_750,男性,37,30代,栃木県,宇都宮市
ID_751,女性,51,50代,栃木県,宇都宮市
ID_752,女性,27,20代,栃木県,宇都宮市
ID_753,男性,24,20代,栃木県,鹿沼市
ID_754,女性,31,30代,茨城県,結城市
ID_755,女性,70,70歳以上,栃木県,那須塩原市
ID_756,女性,30,30代,群馬県,伊勢崎市
ID_757,女性,56,50代,栃木県,小山市
ID_758,男性,37,30代,栃木県,宇都宮市
ID_759,女性,25,20代,栃木県,大田原市
ID_760,男性,36,30代,栃木県,小山市
ID_761,男性,32,30代,栃木県,下都賀郡野木町
ID_762,女性,60,60代,栃木県,足利市
ID_763,女性,49,40代,栃木県,鹿沼市
ID_764,女性,51,50代,群馬県,太田市
ID_765,男性,71,70歳以上,栃木県,那須塩原市
ID_766,女性,52,50代,栃木県,宇都宮市
ID_767,男性,54,50代,栃木県,佐野市
ID_768,女性,70,70歳以上,栃木県,真岡市
ID_769,男性,35,30代,栃木県,宇都宮市
ID_770,男性,40,40代,栃木県,下都賀郡壬生町
ID_771,女性,61,60代,栃木県,日光市
ID_772,女性,32,30代,栃木県,大田原市
ID_773,女性,41,40代,栃木県,那須塩原市
ID_774,女性,46,40代,栃木県,栃木市
ID_775,女性,50,50代,栃木県,足利市
ID_776,女性,26,20代,栃木県,下都賀郡壬生町
ID_777,女性,62,60代,栃木県,宇都宮市
ID_778,男性,23,20代,栃木県,宇都宮市
ID_779,男性,53,50代,栃木県,那須塩原市
ID_780,女性,45,40代,栃木県,足利市
ID_781,女性,73,70歳以上,栃木県,那須塩原市
ID_782,女性,24,20代,栃木県,宇都宮市
ID_783,男性,36,30代,埼玉県,白岡市
ID_784,女性,39,30代,栃木県,栃木市
ID_785,女性,27,20代,宮城県,仙台市若林区
ID_786,男性,47,40代,栃木県,宇都宮市
ID_787,女性,29,20代,栃木県,鹿沼市
ID_788,女性,53,50代,栃木県,真岡市
ID_789,女性,27,20代,栃木県,大田原市
ID_790,男性,60,60代,福島県,白河市
ID_791,女性,42,40代,栃木県,佐野市
ID_792,男性,34,30代,栃木県,宇都宮市
ID_793,女性,55,50代,栃木県,佐野市
ID_794,男性,24,20代,栃木県,下都賀郡野木町
ID_795,女性,36,30代,栃木県,宇都宮市
ID_796,女性,60,60代,群馬県,館林市
ID_797,女性,54,50代,栃木県,栃木市
ID_798,女性,33,30代,栃木県,宇都宮市
ID_799,女性,51,50代,栃木県,宇都宮市
ID_800,男性,46,40代,茨城県,筑西市
ID_801,女性,21,20代,栃木県,宇都宮市
ID_802,男性,79,70歳以上,栃木県,真岡市
ID_803,女性,51,50代,栃木県,下野市
ID_804,女性,31,30代,栃木県,宇都宮市
ID_805,女性,43,40代,栃木県,栃木市
ID_806,男性,49,40代,栃木県,矢板市
ID_807,男性,60,60代,栃木県,那須塩原市
ID_808,女性,65,60代,栃木県,小山市
ID_809,女性,42,40代,栃木県,小山市
ID_810,男性,43,40代,栃木県,宇都宮市
ID_811,男性,26,20代,栃木県,足利市
ID_812,女性,59,50代,栃木県,栃木市
ID_813,男性,36,30代,群馬県,桐生市
ID_814,男性,31,30代,栃木県,大田原市
ID_815,男性,23,20代,栃木県,那須郡那須町
ID_816,男性,53,50代,栃木県,那須塩原市
ID_817,女性,37,30代,栃木県,下都賀郡壬生町
ID_818,女性,58,50代,栃木県,宇都宮市
ID_819,女性,33,30代,栃木県,佐野市
ID_820,男性,51,50代,栃木県,足利市
ID_821,女性,23,20代,栃木県,宇都宮市
ID_822,女性,33,30代,栃木県,宇都宮市
ID_823,女性,43,40代,栃木県,小山市
ID_824,女性,52,50代,栃木県,宇都宮市
ID_825,女性,37,30代,栃木県,宇都宮市
ID_826,男性,32,30代,栃木県,宇都宮市
ID_827,男性,63,60代,栃木県,那須烏山市
ID_828,女性,58,50代,栃木県,宇都宮市
ID_829,女性,33,30代,栃木県,那須塩原市
ID_830,女性,57,50代,栃木県,宇都宮市
ID_831,女性,39,30代,栃木県,鹿沼市
ID_832,女性,44,40代,栃木県,真岡市
ID_833,女性,42,40代,栃木県,芳賀郡芳賀町
ID_834,男性,34,30代,栃木県,小山市
ID_835,男性,36,30代,栃木県,河内郡上三川町
ID_836,男性,30,30代,群馬県,桐生市
ID_837,女性,49,40代,栃木県,那須塩原市
ID_838,女性,26,20代,栃木県,佐野市
ID_839,女性,39,30代,栃木県,鹿沼市
ID_840,男性,66,60代,栃木県,真岡市
ID_841,女性,33,30代,栃木県,宇都宮市
ID_842,男性,51,50代,茨城県,筑西市
ID_843,女性,48,40代,栃木県,さくら市
ID_844,男性,44,40代,栃木県,佐野市
ID_845,男性,41,40代,栃木県,宇都宮市
ID_846,男性,51,50代,栃木県,宇都宮市
ID_847,女性,50,50代,栃木県,真岡市
ID_848,男性,59,50代,茨城県,結城市
ID_849,女性,27,20代,栃木県,宇都宮市
ID_850,女性,45,40代,栃木県,矢板市
ID_851,女性,26,20代,栃木県,鹿沼市
ID_852,女性,41,40代,栃木県,下野市
ID_853,女性,42,40代,栃木県,宇都宮市
ID_854,女性,32,30代,栃木県,宇都宮市
ID_855,女性,60,60代,栃木県,塩谷郡塩谷町
ID_856,男性,30,30代,栃木県,宇都宮市
ID_857,男性,43,40代,栃木県,那須塩原市
ID_858,女性,58,50代,栃木県,小山市
ID_859,女性,64,60代,栃木県,佐野市
ID_860,女性,49,40代,栃木県,小山市
ID_861,男性,44,40代,栃木県,宇都宮市
ID_862,女性,47,40代,栃木県,宇都宮市
ID_863,女性,56,50代,栃木県,宇都宮市
ID_864,女性,27,20代,栃木県,下都賀郡壬生町
ID_865,女性,52,50代,栃木県,日光市
ID_866,男性,29,20代,栃木県,芳賀郡市貝町
ID_867,男性,60,60代,福島県,白河市
ID_868,女性,60,60代,栃木県,宇都宮市
ID_869,女性,30,30代,栃木県,小山市
ID_870,女性,41,40代,栃木県,宇都宮市
ID_871,女性,36,30代,栃木県,日光市
ID_872,男性,54,50代,栃木県,宇都宮市
ID_873,女性,29,20代,栃木県,大田原市
ID_874,女性,46,40代,栃木県,河内郡上三川町
ID_875,女性,70,70歳以上,栃木県,足利市
ID_876,女性,46,40代,栃木県,日光市
ID_877,女性,39,30代,栃木県,佐野市
ID_878,女性,78,70歳以上,栃木県,芳賀郡益子町
ID_879,女性,49,40代,栃木県,那須塩原市
ID_880,女性,45,40代,栃木県,那須郡那須町
ID_881,女性,48,40代,栃木県,宇都宮市
ID_882,男性,34,30代,栃木県,宇都宮市
ID_883,女性,30,30代,栃木県,那須郡那珂川町
ID_884,女性,57,50代,栃木県,矢板市
ID_885,女性,58,50代,栃木県,宇都宮市
ID_886,女性,47,40代,栃木県,鹿沼市
ID_887,女性,78,70歳以上,栃木県,芳賀郡益子町
ID_888,女性,78,70歳以上,栃木県,芳賀郡益子町
ID_889,女性,55,50代,栃木県,下都賀郡壬生町
ID_890,女性,61,60代,栃木県,足利市
ID_891,女性,52,50代,栃木県,宇都宮市
ID_892,男性,49,40代,栃木県,栃木市
ID_893,男性,63,60代,栃木県,小山市
ID_894,男性,36,30代,茨城県,結城市
ID_895,女性,51,50代,栃木県,宇都宮市
ID_896,男性,65,60代,栃木県,宇都宮市
ID_897,女性,35,30代,栃木県,真岡市
ID_898,女性,63,60代,栃木県,宇都宮市
ID_899,女性,46,40代,栃木県,宇都宮市
ID_900,男性,61,60代,栃木県,足利市
ID_901,女性,49,40代,栃木県,那須塩原市
ID_902,男性,55,50代,栃木県,那須塩原市
ID_903,女性,39,30代,栃木県,佐野市
ID_904,女性,33,30代,栃木県,小山市
ID_905,女性,30,30代,東京都,八王子市
ID_906,男性,45,40代,栃木県,足利市
ID_907,男性,69,60代,栃木県,宇都宮市
ID_908,女性,51,50代,栃木県,宇都宮市
ID_909,女性,49,40代,栃木県,真岡市
ID_910,男性,50,50代,群馬県,邑楽郡板倉町
ID_911,女性,44,40代,茨城県,筑西市
ID_912,女性,34,30代,栃木県,宇都宮市
ID_913,女性,60,60代,栃木県,足利市
ID_914,女性,29,20代,栃木県,宇都宮市
ID_915,男性,32,30代,栃木県,栃木市
ID_916,男性,66,60代,栃木県,宇都宮市
ID_917,女性,71,70歳以上,栃木県,佐野市
ID_918,女性,40,40代,栃木県,那須塩原市
ID_919,女性,47,40代,栃木県,宇都宮市
ID_920,女性,71,70歳以上,栃木県,佐野市
ID_921,男性,72,70歳以上,栃木県,宇都宮市
ID_922,女性,33,30代,栃木県,宇都宮市
ID_923,女性,52,50代,栃木県,栃木市
ID_924,女性,62,60代,栃木県,鹿沼市
ID_925,女性,54,50代,栃木県,宇都宮市
ID_926,女性,38,30代,栃木県,宇都宮市
ID_927,男性,36,30代,栃木県,栃木市
ID_928,女性,50,50代,栃木県,宇都宮市
ID_929,男性,33,30代,栃木県,宇都宮市
ID_930,女性,32,30代,栃木県,宇都宮市
ID_931,女性,52,50代,栃木県,日光市
ID_932,女性,41,40代,栃木県,那須郡那須町
ID_933,男性,53,50代,栃木県,足利市
ID_934,女性,34,30代,栃木県,宇都宮市
ID_935,女性,38,30代,栃木県,宇都宮市
ID_936,女性,43,40代,栃木県,塩谷郡塩谷町
ID_937,女性,49,40代,栃木県,宇都宮市
