prefecture,municipality,location,total_applicants,top_age_group,top_age_ratio,female_ratio,male_ratio,national_license_rate,top_employment_status,top_employment_ratio,avg_qualification_count,latitude,longitude
東京都,墨田区,東京都墨田区,11,30代,0.36363636363636365,0.45454545454545453,0.5454545454545454,0.18181818181818182,就業中,0.8181818181818182,3.1818181818181817,35.69,139.69
神奈川県,川崎市幸区,神奈川県川崎市幸区,11,30代,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.09090909090909091,就業中,0.7272727272727273,3.1818181818181817,35.45,139.64
東京都,多摩市,東京都多摩市,11,30代,0.36363636363636365,0.5454545454545454,0.4545454545454546,0.09090909090909091,就業中,0.7272727272727273,2.909090909090909,35.69,139.69
埼玉県,所沢市,埼玉県所沢市,11,60代,0.2727272727272727,0.36363636363636365,0.6363636363636364,0.0,就業中,0.6363636363636364,3.3636363636363638,35.86,139.65
埼玉県,さいたま市緑区,埼玉県さいたま市緑区,11,60代,0.36363636363636365,0.2727272727272727,0.7272727272727273,0.0,就業中,0.7272727272727273,3.6363636363636362,35.86,139.65
埼玉県,さいたま市北区,埼玉県さいたま市北区,11,60代,0.2727272727272727,0.36363636363636365,0.6363636363636364,0.0,就業中,0.9090909090909091,4.181818181818182,35.86,139.65
神奈川県,横浜市保土ケ谷区,神奈川県横浜市保土ケ谷区,11,30代,0.2727272727272727,0.5454545454545454,0.4545454545454546,0.18181818181818182,就業中,0.7272727272727273,3.272727272727273,35.45,139.64
奈良県,桜井市,奈良県桜井市,11,60代,0.2727272727272727,0.6363636363636364,0.36363636363636365,0.18181818181818182,就業中,0.6363636363636364,2.272727272727273,34.69,135.83
埼玉県,川越市,埼玉県川越市,11,60代,0.36363636363636365,0.2727272727272727,0.7272727272727273,0.0,就業中,0.8181818181818182,3.8181818181818183,35.86,139.65
千葉県,,千葉県,11,40代,0.5454545454545454,0.45454545454545453,0.5454545454545454,0.0,就業中,0.5454545454545454,2.8181818181818183,35.61,140.11
埼玉県,さいたま市大宮区,埼玉県さいたま市大宮区,11,60代,0.45454545454545453,0.36363636363636365,0.6363636363636364,0.0,就業中,0.7272727272727273,3.4545454545454546,35.86,139.65
神奈川県,相模原市中央区,神奈川県相模原市中央区,11,40代,0.2727272727272727,0.36363636363636365,0.6363636363636364,0.09090909090909091,就業中,0.6363636363636364,3.727272727272727,35.45,139.64
福岡県,福岡市東区,福岡県福岡市東区,11,30代,0.2727272727272727,0.5454545454545454,0.4545454545454546,0.18181818181818182,就業中,0.5454545454545454,2.4545454545454546,33.61,130.42
福岡県,福岡市南区,福岡県福岡市南区,11,30代,0.2727272727272727,0.45454545454545453,0.5454545454545454,0.18181818181818182,就業中,0.5454545454545454,2.5454545454545454,33.61,130.42
埼玉県,さいたま市西区,埼玉県さいたま市西区,11,30代,0.36363636363636365,0.2727272727272727,0.7272727272727273,0.0,就業中,0.6363636363636364,3.0,35.86,139.65
大阪府,大阪狭山市,大阪府大阪狭山市,11,50代,0.36363636363636365,0.5454545454545454,0.4545454545454546,0.09090909090909091,離職中,0.6363636363636364,2.5454545454545454,34.69,135.5
愛知県,名古屋市名東区,愛知県名古屋市名東区,10,30代,0.4,0.4,0.6,0.2,就業中,0.6,5.1,35.18,136.91
東京都,西東京市,東京都西東京市,10,30代,0.3,0.5,0.5,0.1,就業中,0.8,4.0,35.69,139.69
福岡県,福岡市博多区,福岡県福岡市博多区,10,30代,0.4,0.6,0.4,0.2,就業中,0.6,2.5,33.61,130.42
東京都,府中市,東京都府中市,10,30代,0.3,0.4,0.6,0.0,就業中,0.5,2.0,35.69,139.69
奈良県,葛城市,奈良県葛城市,10,60代,0.3,0.4,0.6,0.1,就業中,0.6,3.4,34.69,135.83
兵庫県,豊岡市,兵庫県豊岡市,10,20代,0.6,0.9,0.09999999999999998,0.0,就業中,0.5,1.7,34.69,135.18
埼玉県,狭山市,埼玉県狭山市,10,60代,0.4,0.3,0.7,0.1,就業中,0.9,4.1,35.86,139.65
福岡県,,福岡県,10,40代,0.4,0.4,0.6,0.0,就業中,0.7,2.7,33.61,130.42
神奈川県,平塚市,神奈川県平塚市,10,30代,0.3,0.4,0.6,0.2,就業中,0.7,3.6,35.45,139.64
大阪府,貝塚市,大阪府貝塚市,10,30代,0.4,0.3,0.7,0.2,就業中,0.5,3.5,34.69,135.5
愛知県,名古屋市瑞穂区,愛知県名古屋市瑞穂区,10,30代,0.5,0.3,0.7,0.1,就業中,0.6,2.8,35.18,136.91
愛知県,名古屋市港区,愛知県名古屋市港区,10,30代,0.5,0.6,0.4,0.1,就業中,0.6,2.6,35.18,136.91
埼玉県,さいたま市南区,埼玉県さいたま市南区,10,60代,0.3,0.4,0.6,0.1,就業中,0.6,4.2,35.86,139.65
神奈川県,横浜市旭区,神奈川県横浜市旭区,10,50代,0.3,0.4,0.6,0.1,就業中,0.5,2.1,35.45,139.64
福岡県,福岡市中央区,福岡県福岡市中央区,10,20代,0.3,0.4,0.6,0.2,就業中,0.6,2.2,33.61,130.42
千葉県,千葉市稲毛区,千葉県千葉市稲毛区,10,30代,0.2,0.5,0.5,0.1,就業中,0.7,3.2,35.61,140.11
三重県,津市,三重県津市,9,30代,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.1111111111111111,就業中,0.6666666666666666,2.5555555555555554,34.73,136.51
愛知県,名古屋市南区,愛知県名古屋市南区,9,30代,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.2222222222222222,就業中,0.7777777777777778,2.7777777777777777,35.18,136.91
広島県,広島市中区,広島県広島市中区,9,30代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,離職中,0.5555555555555556,2.0,34.4,132.46
埼玉県,朝霞市,埼玉県朝霞市,9,30代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,就業中,0.7777777777777778,3.0,35.86,139.65
千葉県,佐倉市,千葉県佐倉市,9,60代,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.0,就業中,0.6666666666666666,2.888888888888889,35.61,140.11
愛知県,名古屋市西区,愛知県名古屋市西区,9,30代,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.1111111111111111,就業中,0.6666666666666666,3.0,35.18,136.91
滋賀県,高島市,滋賀県高島市,9,70歳以上,0.2222222222222222,0.4444444444444444,0.5555555555555556,0.3333333333333333,就業中,0.7777777777777778,3.3333333333333335,35.0,135.87
京都府,相楽郡南山城村,京都府相楽郡南山城村,9,40代,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.1111111111111111,就業中,0.5555555555555556,0.8888888888888888,35.02,135.75
愛知県,名古屋市中川区,愛知県名古屋市中川区,9,30代,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.1111111111111111,就業中,0.5555555555555556,2.6666666666666665,35.18,136.91
埼玉県,和光市,埼玉県和光市,9,30代,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.0,就業中,0.8888888888888888,2.2222222222222223,35.86,139.65
埼玉県,さいたま市岩槻区,埼玉県さいたま市岩槻区,9,60代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,就業中,0.6666666666666666,3.888888888888889,35.86,139.65
埼玉県,草加市,埼玉県草加市,9,30代,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.0,就業中,1.0,4.0,35.86,139.65
千葉県,千葉市緑区,千葉県千葉市緑区,9,30代,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.0,就業中,0.7777777777777778,2.4444444444444446,35.61,140.11
兵庫県,川辺郡猪名川町,兵庫県川辺郡猪名川町,9,40代,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.2222222222222222,就業中,0.4444444444444444,1.7777777777777777,34.69,135.18
埼玉県,三郷市,埼玉県三郷市,9,30代,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.1111111111111111,就業中,0.6666666666666666,3.0,35.86,139.65
岐阜県,各務原市,岐阜県各務原市,9,60代,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.2222222222222222,就業中,0.5555555555555556,3.2222222222222223,35.39,136.72
東京都,立川市,東京都立川市,9,40代,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.0,就業中,0.7777777777777778,2.7777777777777777,35.69,139.69
埼玉県,さいたま市見沼区,埼玉県さいたま市見沼区,9,30代,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.1111111111111111,就業中,0.7777777777777778,4.555555555555555,35.86,139.65
愛知県,一宮市,愛知県一宮市,9,30代,0.2222222222222222,0.3333333333333333,0.6666666666666667,0.2222222222222222,離職中,0.4444444444444444,3.4444444444444446,35.18,136.91
神奈川県,厚木市,神奈川県厚木市,9,20代,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.1111111111111111,就業中,0.5555555555555556,3.4444444444444446,35.45,139.64
三重県,松阪市,三重県松阪市,9,50代,0.3333333333333333,0.7777777777777778,0.2222222222222222,0.1111111111111111,就業中,0.7777777777777778,2.0,34.73,136.51
神奈川県,横浜市栄区,神奈川県横浜市栄区,9,20代,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.2222222222222222,離職中,0.6666666666666666,3.0,35.45,139.64
神奈川県,秦野市,神奈川県秦野市,8,40代,0.625,0.25,0.75,0.0,就業中,0.875,3.75,35.45,139.64
神奈川県,海老名市,神奈川県海老名市,8,30代,0.375,0.625,0.375,0.25,離職中,0.5,2.875,35.45,139.64
大阪府,堺市美原区,大阪府堺市美原区,8,40代,0.375,0.375,0.625,0.0,離職中,0.625,2.875,34.69,135.5
茨城県,土浦市,茨城県土浦市,8,30代,0.25,0.375,0.625,0.0,就業中,0.875,3.375,36.34,140.45
神奈川県,横浜市泉区,神奈川県横浜市泉区,8,70歳以上,0.25,0.375,0.625,0.125,就業中,0.625,2.75,35.45,139.64
奈良県,北葛城郡河合町,奈良県北葛城郡河合町,8,30代,0.375,0.75,0.25,0.125,就業中,0.75,4.25,34.69,135.83
神奈川県,相模原市緑区,神奈川県相模原市緑区,8,30代,0.375,0.375,0.625,0.125,就業中,0.75,3.375,35.45,139.64
埼玉県,蕨市,埼玉県蕨市,8,30代,0.5,0.625,0.375,0.25,就業中,0.875,3.25,35.86,139.65
千葉県,四街道市,千葉県四街道市,8,60代,0.5,0.375,0.625,0.125,就業中,0.625,4.0,35.61,140.11
千葉県,千葉市若葉区,千葉県千葉市若葉区,8,60代,0.375,0.25,0.75,0.0,就業中,0.75,4.125,35.61,140.11
埼玉県,久喜市,埼玉県久喜市,8,30代,0.25,0.5,0.5,0.0,就業中,0.875,3.75,35.86,139.65
神奈川県,川崎市高津区,神奈川県川崎市高津区,8,60代,0.375,0.25,0.75,0.125,就業中,0.5,3.375,35.45,139.64
千葉県,浦安市,千葉県浦安市,8,30代,0.25,0.5,0.5,0.25,就業中,0.75,3.0,35.61,140.11
神奈川県,横浜市港南区,神奈川県横浜市港南区,8,30代,0.25,0.5,0.5,0.125,就業中,0.625,2.75,35.45,139.64
広島県,福山市,広島県福山市,8,30代,0.25,0.625,0.375,0.125,就業中,0.5,5.5,34.4,132.46
東京都,小平市,東京都小平市,8,60代,0.625,0.5,0.5,0.0,就業中,0.625,2.25,35.69,139.69
滋賀県,蒲生郡日野町,滋賀県蒲生郡日野町,8,20代,0.25,0.5,0.5,0.0,就業中,0.5,2.75,35.0,135.87
奈良県,北葛城郡上牧町,奈良県北葛城郡上牧町,8,50代,0.375,0.875,0.125,0.5,就業中,0.875,3.0,34.69,135.83
神奈川県,横浜市金沢区,神奈川県横浜市金沢区,8,30代,0.375,0.5,0.5,0.125,就業中,0.75,3.0,35.45,139.64
三重県,四日市市,三重県四日市市,8,30代,0.375,0.75,0.25,0.125,就業中,0.75,2.375,34.73,136.51
愛知県,名古屋市東区,愛知県名古屋市東区,8,30代,0.5,0.5,0.5,0.25,就業中,0.625,2.5,35.18,136.91
千葉県,千葉市花見川区,千葉県千葉市花見川区,8,30代,0.25,0.375,0.625,0.0,就業中,0.5,1.75,35.61,140.11
茨城県,つくば市,茨城県つくば市,8,60代,0.375,0.25,0.75,0.0,就業中,0.75,4.25,36.34,140.45
愛媛県,松山市,愛媛県松山市,8,30代,0.25,0.875,0.125,0.125,就業中,0.5,2.375,33.84,132.77
神奈川県,川崎市麻生区,神奈川県川崎市麻生区,8,30代,0.375,0.5,0.5,0.25,就業中,0.75,2.75,35.45,139.64
静岡県,静岡市駿河区,静岡県静岡市駿河区,7,60代,0.42857142857142855,0.7142857142857143,0.2857142857142857,0.2857142857142857,就業中,0.5714285714285714,3.857142857142857,34.98,138.38
千葉県,成田市,千葉県成田市,7,60代,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.0,就業中,0.5714285714285714,4.142857142857143,35.61,140.11
静岡県,,静岡県,7,40代,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.0,就業中,0.8571428571428571,2.4285714285714284,34.98,138.38
埼玉県,入間市,埼玉県入間市,7,30代,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.14285714285714285,就業中,0.8571428571428571,3.2857142857142856,35.86,139.65
群馬県,前橋市,群馬県前橋市,7,30代,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.0,就業中,1.0,2.7142857142857144,36.39,139.06
愛知県,名古屋市熱田区,愛知県名古屋市熱田区,7,60代,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.2857142857142857,就業中,0.5714285714285714,3.2857142857142856,35.18,136.91
宮城県,,宮城県,7,40代,0.42857142857142855,0.14285714285714285,0.8571428571428572,0.0,就業中,0.7142857142857143,4.714285714285714,38.27,140.87
愛知県,名古屋市昭和区,愛知県名古屋市昭和区,7,40代,0.42857142857142855,0.5714285714285714,0.4285714285714286,0.2857142857142857,就業中,0.5714285714285714,2.7142857142857144,35.18,136.91
愛知県,春日井市,愛知県春日井市,7,30代,0.42857142857142855,0.5714285714285714,0.4285714285714286,0.14285714285714285,就業中,0.42857142857142855,2.142857142857143,35.18,136.91
愛知県,名古屋市北区,愛知県名古屋市北区,7,60代,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.42857142857142855,就業中,0.5714285714285714,4.571428571428571,35.18,136.91
長野県,長野市,長野県長野市,7,30代,0.2857142857142857,0.5714285714285714,0.4285714285714286,0.2857142857142857,就業中,0.8571428571428571,2.857142857142857,36.65,138.18
福井県,小浜市,福井県小浜市,7,50代,0.42857142857142855,0.8571428571428571,0.1428571428571429,0.0,就業中,0.42857142857142855,1.7142857142857142,36.07,136.22
広島県,,広島県,7,40代,0.42857142857142855,0.14285714285714285,0.8571428571428572,0.14285714285714285,就業中,0.8571428571428571,5.142857142857143,34.4,132.46
埼玉県,鴻巣市,埼玉県鴻巣市,7,40代,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.0,就業中,0.7142857142857143,3.7142857142857144,35.86,139.65
神奈川県,横浜市磯子区,神奈川県横浜市磯子区,7,40代,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.14285714285714285,就業中,0.7142857142857143,3.0,35.45,139.64
福岡県,福岡市西区,福岡県福岡市西区,7,70歳以上,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.2857142857142857,就業中,0.8571428571428571,2.7142857142857144,33.61,130.42
東京都,東久留米市,東京都東久留米市,7,30代,0.42857142857142855,0.5714285714285714,0.4285714285714286,0.14285714285714285,就業中,0.8571428571428571,2.2857142857142856,35.69,139.69
石川県,金沢市,石川県金沢市,7,50代,0.42857142857142855,0.5714285714285714,0.4285714285714286,0.14285714285714285,就業中,0.8571428571428571,3.857142857142857,36.59,136.63
鹿児島県,鹿児島市,鹿児島県鹿児島市,7,60代,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.14285714285714285,離職中,0.42857142857142855,3.4285714285714284,31.56,130.56
埼玉県,吉川市,埼玉県吉川市,7,60代,0.42857142857142855,0.14285714285714285,0.8571428571428572,0.0,就業中,0.8571428571428571,4.142857142857143,35.86,139.65
東京都,日野市,東京都日野市,7,20代,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.14285714285714285,就業中,0.7142857142857143,3.142857142857143,35.69,139.69
和歌山県,,和歌山県,7,40代,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.0,就業中,0.7142857142857143,3.0,34.23,135.17
埼玉県,上尾市,埼玉県上尾市,7,60代,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.0,就業中,0.7142857142857143,4.857142857142857,35.86,139.65
愛知県,瀬戸市,愛知県瀬戸市,7,30代,0.2857142857142857,0.5714285714285714,0.4285714285714286,0.2857142857142857,就業中,0.7142857142857143,3.2857142857142856,35.18,136.91
神奈川県,横浜市瀬谷区,神奈川県横浜市瀬谷区,7,30代,0.42857142857142855,0.5714285714285714,0.4285714285714286,0.14285714285714285,就業中,0.5714285714285714,2.7142857142857144,35.45,139.64
千葉県,千葉市美浜区,千葉県千葉市美浜区,7,20代,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.0,就業中,0.7142857142857143,3.142857142857143,35.61,140.11
東京都,国分寺市,東京都国分寺市,7,30代,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.0,就業中,0.7142857142857143,3.0,35.69,139.69
千葉県,八千代市,千葉県八千代市,7,60代,0.2857142857142857,0.5714285714285714,0.4285714285714286,0.0,就業中,0.7142857142857143,3.7142857142857144,35.61,140.11
東京都,武蔵野市,東京都武蔵野市,7,30代,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.14285714285714285,就業中,0.8571428571428571,4.285714285714286,35.69,139.69
神奈川県,小田原市,神奈川県小田原市,7,40代,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.14285714285714285,離職中,0.5714285714285714,2.142857142857143,35.45,139.64
香川県,高松市,香川県高松市,7,20代,0.42857142857142855,0.14285714285714285,0.8571428571428572,0.0,就業中,0.8571428571428571,5.285714285714286,34.34,134.04
埼玉県,さいたま市桜区,埼玉県さいたま市桜区,7,60代,0.42857142857142855,0.14285714285714285,0.8571428571428572,0.0,就業中,1.0,5.142857142857143,35.86,139.65
群馬県,太田市,群馬県太田市,7,60代,0.42857142857142855,0.14285714285714285,0.8571428571428572,0.0,就業中,0.8571428571428571,4.428571428571429,36.39,139.06
広島県,広島市東区,広島県広島市東区,6,20代,0.5,0.3333333333333333,0.6666666666666667,0.16666666666666666,就業中,0.5,2.0,34.4,132.46
広島県,広島市安佐南区,広島県広島市安佐南区,6,30代,0.5,0.5,0.5,0.0,就業中,0.6666666666666666,2.3333333333333335,34.4,132.46
茨城県,,茨城県,6,60代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.16666666666666666,就業中,1.0,3.3333333333333335,36.34,140.45
岡山県,,岡山県,6,40代,0.5,0.0,1.0,0.0,就業中,1.0,5.666666666666667,34.66,133.92
愛知県,あま市,愛知県あま市,6,30代,0.3333333333333333,0.5,0.5,0.16666666666666666,就業中,0.6666666666666666,4.166666666666667,35.18,136.91
広島県,広島市南区,広島県広島市南区,6,30代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,就業中,0.5,2.1666666666666665,34.4,132.46
広島県,広島市佐伯区,広島県広島市佐伯区,6,20代,0.5,0.3333333333333333,0.6666666666666667,0.0,就業中,0.5,2.3333333333333335,34.4,132.46
愛知県,小牧市,愛知県小牧市,6,60代,0.3333333333333333,0.5,0.5,0.16666666666666666,就業中,0.6666666666666666,2.5,35.18,136.91
大阪府,泉南市,大阪府泉南市,6,40代,0.3333333333333333,0.5,0.5,0.3333333333333333,離職中,0.5,4.0,34.69,135.5
三重県,鈴鹿市,三重県鈴鹿市,6,60代,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.16666666666666666,就業中,0.8333333333333334,2.1666666666666665,34.73,136.51
愛知県,豊田市,愛知県豊田市,6,60代,0.3333333333333333,0.8333333333333334,0.16666666666666663,0.3333333333333333,離職中,0.5,2.3333333333333335,35.18,136.91
岐阜県,,岐阜県,6,40代,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.0,就業中,1.0,2.6666666666666665,35.39,136.72
大阪府,豊能郡能勢町,大阪府豊能郡能勢町,6,40代,0.5,0.5,0.5,0.0,就業中,0.6666666666666666,1.8333333333333333,34.69,135.5
栃木県,宇都宮市,栃木県宇都宮市,6,30代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,就業中,0.8333333333333334,4.333333333333333,36.57,139.88
埼玉県,熊谷市,埼玉県熊谷市,6,60代,0.5,0.16666666666666666,0.8333333333333334,0.0,就業中,0.8333333333333334,5.666666666666667,35.86,139.65
東京都,あきる野市,東京都あきる野市,6,60代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,就業中,0.6666666666666666,4.0,35.69,139.69
