location,supply_count,avg_age,national_license_count,avg_qualifications
三重県鈴鹿市,6,42.833333333333336,1,2.1666666666666665
千葉県我孫子市,6,48.0,0,3.0
福井県大飯郡おおい町,6,44.666666666666664,0,3.1666666666666665
神奈川県座間市,6,51.0,1,2.8333333333333335
大阪府泉南市,6,48.166666666666664,2,4.0
千葉県野田市,6,47.5,0,3.3333333333333335
福岡県春日市,6,37.0,2,2.6666666666666665
沖縄県那覇市,6,50.333333333333336,0,6.166666666666667
奈良県磯城郡三宅町,6,49.666666666666664,1,3.6666666666666665
広島県広島市東区,6,36.166666666666664,1,2.0
愛知県あま市,6,45.666666666666664,1,4.166666666666667
広島県広島市安佐南区,6,35.5,0,2.3333333333333335
静岡県静岡市葵区,6,46.5,1,3.1666666666666665
愛知県半田市,6,42.166666666666664,1,2.6666666666666665
静岡県富士市,6,52.0,1,3.5
愛知県小牧市,6,44.333333333333336,1,2.5
京都府相楽郡和束町,5,47.8,1,2.0
広島県広島市西区,5,32.6,0,1.8
広島県廿日市市,5,33.6,0,1.0
高知県高知市,5,32.4,0,5.4
埼玉県加須市,5,45.8,0,3.2
三重県桑名市,5,39.8,1,5.8
福岡県福岡市城南区,5,47.2,1,2.4
福岡県那珂川市,5,51.6,0,2.8
愛知県江南市,5,53.4,2,3.8
愛知県犬山市,5,43.6,1,2.2
愛知県刈谷市,5,50.2,2,3.8
島根県,5,39.2,0,3.2
岐阜県大垣市,5,56.4,2,4.6
茨城県ひたちなか市,5,54.0,0,4.6
茨城県取手市,5,58.6,0,4.8
群馬県伊勢崎市,5,45.8,1,2.8
岡山県岡山市北区,5,44.0,0,3.6
岐阜県多治見市,5,46.2,2,3.8
栃木県足利市,5,46.4,0,3.0
栃木県,5,49.4,1,3.0
神奈川県伊勢原市,5,40.2,2,2.6
埼玉県桶川市,5,42.6,0,5.6
奈良県吉野郡大淀町,5,42.8,0,3.6
奈良県生駒郡安堵町,5,50.0,1,2.6
福岡県朝倉市,5,39.0,1,3.0
和歌山県橋本市,5,43.0,0,4.0
滋賀県蒲生郡竜王町,5,47.8,0,2.2
沖縄県沖縄市,5,37.0,0,2.6
茨城県守谷市,5,48.0,0,2.2
埼玉県蓮田市,5,48.8,0,8.0
静岡県富士宮市,5,47.2,1,3.0
東京都小金井市,5,31.0,0,2.4
北海道札幌市中央区,5,35.0,1,2.6
兵庫県西脇市,5,48.0,0,3.2
茨城県結城市,5,41.0,1,2.2
茨城県水戸市,5,52.0,0,4.2
北海道,5,44.4,0,4.8
東京都昭島市,5,33.6,0,3.8
埼玉県さいたま市浦和区,5,46.4,0,5.8
愛知県豊明市,5,43.2,1,3.0
熊本県熊本市南区,4,27.25,0,2.25
千葉県袖ケ浦市,4,51.75,1,3.0
千葉県鎌ケ谷市,4,55.25,0,1.75
福岡県大野城市,4,39.0,1,3.25
愛媛県,4,38.25,0,7.0
香川県,4,37.5,0,6.75
広島県広島市安佐北区,4,31.75,0,1.0
福島県郡山市,4,39.75,0,2.0
千葉県印西市,4,49.75,0,2.25
石川県,4,40.75,0,1.5
熊本県熊本市中央区,4,28.0,1,2.5
三重県,4,42.0,0,3.0
三重県志摩市,4,44.25,1,2.0
京都府相楽郡笠置町,4,47.0,1,1.25
愛知県安城市,4,44.75,1,3.0
愛知県大府市,4,47.25,1,2.5
愛知県尾張旭市,4,37.0,1,3.25
静岡県浜松市中区,4,45.5,1,3.0
長崎県長崎市,4,50.0,1,3.0
長野県松本市,4,58.25,1,2.0
三重県名張市,4,50.75,1,1.5
福井県越前市,4,31.75,0,2.5
福岡県久留米市,4,34.0,1,3.0
福井県,4,46.0,0,2.0
兵庫県三木市,4,60.5,1,4.25
兵庫県多可郡多可町,4,45.75,0,4.5
秋田県,4,48.5,0,3.75
埼玉県ふじみ野市,4,51.0,0,4.5
東京都東大和市,4,39.0,1,2.75
神奈川県綾瀬市,4,39.5,1,2.75
和歌山県岩出市,4,41.5,0,3.25
福岡県古賀市,4,37.0,1,3.25
神奈川県足柄上郡開成町,4,38.5,0,2.5
東京都狛江市,4,38.25,0,3.0
愛知県稲沢市,4,39.25,1,2.75
兵庫県加東市,4,56.0,1,2.0
大阪府豊能郡豊能町,4,58.25,0,1.5
埼玉県八潮市,4,50.5,0,3.5
奈良県五條市,4,34.75,0,3.25
岐阜県可児市,4,49.75,2,4.25
岡山県倉敷市,4,39.0,0,3.5
岐阜県羽島郡岐南町,4,55.75,1,3.75
山梨県甲府市,4,46.5,0,3.0
山形県山形市,4,36.5,0,3.5
埼玉県富士見市,4,37.5,0,3.25
埼玉県北本市,4,47.75,0,5.0
富山県,4,45.75,0,2.5
山口県山口市,4,43.0,0,3.0
大阪府泉南郡熊取町,4,46.25,1,4.0
埼玉県東松山市,4,44.25,0,5.25
埼玉県本庄市,4,48.5,0,2.0
滋賀県米原市,4,54.0,1,1.75
岡山県総社市,4,39.0,0,3.5
埼玉県入間郡三芳町,4,33.25,0,2.75
兵庫県淡路市,4,40.75,0,2.5
茨城県牛久市,4,59.5,0,5.25
兵庫県朝来市,4,35.5,0,3.5
兵庫県小野市,4,39.25,0,4.0
茨城県日立市,4,58.5,0,4.0
福岡県糸島市,3,54.0,0,3.6666666666666665
愛知県清須市,3,41.666666666666664,1,3.0
愛知県海部郡大治町,3,54.333333333333336,1,3.3333333333333335
愛知県知多市,3,46.333333333333336,1,3.3333333333333335
愛知県愛知郡東郷町,3,37.333333333333336,1,3.3333333333333335
愛知県日進市,3,41.666666666666664,1,3.0
愛知県愛西市,3,54.333333333333336,1,3.3333333333333335
愛知県東海市,3,49.0,1,3.3333333333333335
鹿児島県,3,40.0,0,2.3333333333333335
広島県尾道市,3,42.333333333333336,0,1.3333333333333333
愛知県西春日井郡豊山町,3,54.333333333333336,1,5.666666666666667
愛知県豊川市,3,42.333333333333336,1,3.3333333333333335
青森県,3,52.0,0,4.333333333333333
愛知県岡崎市,3,42.333333333333336,1,3.3333333333333335
愛知県津島市,3,32.666666666666664,0,3.0
長野県,3,50.333333333333336,0,3.3333333333333335
愛知県常滑市,3,49.333333333333336,1,2.0
京都府与謝郡伊根町,3,41.666666666666664,0,1.3333333333333333
静岡県磐田市,3,53.0,1,4.0
静岡県静岡市清水区,3,49.333333333333336,0,4.666666666666667
鳥取県鳥取市,3,39.666666666666664,0,3.3333333333333335
愛知県岩倉市,3,57.0,1,5.333333333333333
愛知県北名古屋市,3,54.333333333333336,1,3.3333333333333335
徳島県鳴門市,3,41.0,0,4.666666666666667
広島県安芸郡海田町,3,37.0,0,1.0
石川県加賀市,3,49.666666666666664,0,2.6666666666666665
福岡県福津市,3,45.666666666666664,2,5.666666666666667
福岡県筑紫野市,3,42.333333333333336,1,2.3333333333333335
千葉県木更津市,3,44.0,0,3.0
福島県福島市,3,56.333333333333336,0,2.3333333333333335
福島県,3,52.0,0,4.333333333333333
福岡県糟屋郡粕屋町,3,38.666666666666664,1,3.6666666666666665
沖縄県宜野湾市,3,40.0,1,4.0
沖縄県うるま市,3,42.333333333333336,0,3.3333333333333335
神奈川県南足柄市,3,50.666666666666664,1,1.6666666666666667
石川県白山市,3,44.0,0,3.3333333333333335
石川県野々市市,3,52.0,1,5.0
埼玉県志木市,3,42.0,0,2.3333333333333335
山梨県,3,56.0,0,3.6666666666666665
沖縄県南城市,3,38.333333333333336,0,3.3333333333333335
岩手県,3,52.0,0,4.333333333333333
宮城県仙台市青葉区,3,42.0,0,4.333333333333333
福井県三方上中郡若狭町,3,43.0,0,3.0
千葉県茂原市,3,43.0,0,5.666666666666667
熊本県,3,40.0,0,2.3333333333333335
熊本県熊本市西区,3,27.0,0,2.6666666666666665
熊本県熊本市東区,3,26.666666666666668,0,2.3333333333333335
熊本県熊本市北区,3,27.0,0,2.6666666666666665
宮城県仙台市宮城野区,3,51.333333333333336,1,2.0
奈良県吉野郡吉野町,3,30.666666666666668,0,5.0
宮城県仙台市若林区,3,45.0,0,3.0
宮城県仙台市泉区,3,52.0,1,3.3333333333333335
奈良県山辺郡山添村,3,49.666666666666664,0,2.0
宮崎県宮崎市,3,32.0,1,4.0
奈良県吉野郡下市町,3,35.333333333333336,0,2.6666666666666665
千葉県八街市,3,35.666666666666664,0,0.6666666666666666
神奈川県中郡二宮町,3,56.0,0,3.3333333333333335
岐阜県高山市,3,43.666666666666664,2,5.666666666666667
岐阜県関市,3,45.333333333333336,1,3.6666666666666665
岐阜県瑞穂市,3,56.333333333333336,2,5.333333333333333
岐阜県美濃加茂市,3,54.666666666666664,1,4.0
栃木県栃木市,3,46.666666666666664,0,2.6666666666666665
兵庫県高砂市,3,57.0,0,2.3333333333333335
北海道札幌市東区,3,28.666666666666668,0,2.0
茨城県稲敷郡阿見町,3,45.333333333333336,0,3.0
群馬県,3,48.333333333333336,0,3.3333333333333335
群馬県邑楽郡大泉町,3,56.666666666666664,0,3.0
群馬県桐生市,3,63.666666666666664,0,2.6666666666666665
群馬県佐波郡玉村町,3,56.666666666666664,0,3.0
北海道旭川市,3,40.666666666666664,0,4.333333333333333
北海道札幌市西区,3,34.666666666666664,0,6.333333333333333
兵庫県養父市,3,43.666666666666664,0,2.0
群馬県安中市,3,54.333333333333336,1,4.333333333333333
兵庫県加古郡稲美町,3,54.0,0,3.0
兵庫県揖保郡太子町,3,67.66666666666667,2,4.666666666666667
茨城県神栖市,3,52.333333333333336,0,4.666666666666667
茨城県小美玉市,3,41.666666666666664,0,2.0
新潟県新潟市江南区,3,54.333333333333336,0,4.0
東京都福生市,3,30.333333333333332,0,1.3333333333333333
愛知県知立市,3,47.333333333333336,1,1.6666666666666667
愛知県西尾市,3,42.333333333333336,1,3.3333333333333335
千葉県香取市,3,57.0,1,5.0
福岡県北九州市八幡西区,3,37.0,0,3.0
大分県大分市,3,49.666666666666664,2,3.6666666666666665
埼玉県飯能市,3,34.333333333333336,0,3.3333333333333335
神奈川県逗子市,3,47.666666666666664,1,1.6666666666666667
埼玉県鶴ヶ島市,3,50.333333333333336,0,4.333333333333333
徳島県吉野川市,3,26.0,0,2.3333333333333335
三重県亀山市,3,45.666666666666664,0,1.3333333333333333
静岡県浜松市西区,2,47.5,1,4.0
静岡県浜松市浜名区,2,47.5,1,4.0
静岡県浜松市東区,2,47.5,1,4.0
静岡県伊東市,2,60.0,0,2.5
静岡県沼津市,2,30.5,0,4.0
青森県八戸市,2,57.5,0,4.0
鹿児島県日置市,2,30.5,0,3.0
鹿児島県霧島市,2,29.5,0,2.5
三重県いなべ市,2,38.5,0,1.5
静岡県掛川市,2,47.5,1,3.0
鹿児島県姶良市,2,50.0,1,4.0
愛知県長久手市,2,47.5,1,4.0
愛知県額田郡幸田町,2,47.5,1,4.0
愛知県高浜市,2,52.0,1,1.5
愛知県みよし市,2,48.0,1,1.5
愛知県丹羽郡扶桑町,2,67.0,1,2.0
岩手県一関市,2,64.0,0,1.5
新潟県新潟市中央区,2,46.5,0,5.0
愛媛県伊予市,2,33.5,0,2.5
茨城県稲敷郡美浦村,2,47.0,0,5.5
茨城県筑西市,2,42.0,0,5.0
茨城県結城郡八千代町,2,72.5,0,2.5
岩手県盛岡市,2,54.5,0,2.0
群馬県渋川市,2,48.0,0,3.0
群馬県藤岡市,2,46.5,0,5.0
福島県須賀川市,2,65.0,1,2.5
兵庫県たつの市,2,62.5,0,3.0
兵庫県加西市,2,27.5,0,4.0
兵庫県洲本市,2,59.0,0,3.5
茨城県常総市,2,46.5,0,5.0
茨城県桜川市,2,66.5,0,7.0
茨城県北相馬郡利根町,2,47.5,0,2.5
茨城県古河市,2,52.0,0,6.0
福岡県糟屋郡宇美町,2,48.0,1,4.0
福岡県糟屋郡志免町,2,43.5,0,1.5
福岡県糟屋郡須惠町,2,48.0,1,2.5
兵庫県神崎郡市川町,2,51.0,0,2.5
兵庫県神崎郡神河町,2,45.0,0,3.0
東京都羽村市,2,46.5,0,5.0
岐阜県安八郡神戸町,2,49.0,1,2.0
岐阜県恵那市,2,70.0,2,5.0
広島県安芸郡府中町,2,29.5,0,0.5
広島県広島市安芸区,2,43.5,0,3.0
岐阜県羽島市,2,47.5,1,4.0
東京都清瀬市,2,30.5,0,4.0
岡山県瀬戸内市,2,63.5,0,4.5
岐阜県海津市,2,47.5,1,4.0
新潟県,2,56.5,0,4.0
岡山県岡山市南区,2,39.0,0,4.5
福岡県鞍手郡鞍手町,2,71.0,1,5.0
福岡県直方市,2,44.0,0,4.5
北海道札幌市北区,2,40.5,0,8.5
北海道札幌市南区,2,37.0,0,4.0
北海道札幌市手稲区,2,41.5,0,2.0
福岡県中間市,2,66.5,1,5.5
福岡県北九州市八幡東区,2,27.0,0,3.5
福岡県北九州市小倉北区,2,40.5,1,4.0
北海道札幌市豊平区,2,41.0,1,4.5
福岡県柳川市,2,56.0,1,3.0
福井県福井市,2,51.5,1,7.0
和歌山県紀の川市,2,29.5,0,3.0
千葉県大網白里市,2,31.0,0,1.5
福岡県太宰府市,2,31.5,0,3.5
福岡県小郡市,2,30.0,0,1.0
千葉県東金市,2,30.5,0,4.0
千葉県白井市,2,35.5,0,4.0
和歌山県海南市,2,48.5,0,4.0
埼玉県秩父市,2,48.5,0,7.5
埼玉県秩父郡長瀞町,2,46.5,0,5.0
大分県,2,45.0,0,2.0
千葉県富里市,2,47.0,0,2.5
千葉県山武市,2,27.0,0,3.5
沖縄県名護市,2,38.5,0,4.5
東京都西多摩郡日の出町,2,53.5,0,1.5
東京都西多摩郡檜原村,2,45.0,0,1.0
山形県米沢市,2,49.5,0,1.0
栃木県那須塩原市,2,44.5,1,1.5
栃木県鹿沼市,2,64.5,0,4.5
山形県,2,45.5,0,4.0
徳島県徳島市,2,27.0,0,3.0
徳島県板野郡藍住町,2,27.0,0,3.0
大阪府南河内郡太子町,2,39.5,0,3.0
大阪府南河内郡河南町,2,45.0,0,2.0
神奈川県愛甲郡愛川町,2,50.0,1,10.0
宮城県仙台市太白区,2,30.5,0,4.0
大阪府泉北郡忠岡町,2,56.0,1,5.0
大阪府泉南郡岬町,2,45.0,0,2.0
大分県中津市,2,44.0,0,2.0
大分県日田市,2,38.0,0,4.0
福井県敦賀市,2,27.5,0,1.0
神奈川県足柄下郡箱根町,2,29.5,0,3.5
埼玉県児玉郡上里町,2,48.0,0,3.0
埼玉県児玉郡神川町,2,64.5,0,4.5
宮崎県,2,35.0,0,2.5
埼玉県比企郡川島町,2,36.5,0,4.5
山口県山陽小野田市,2,26.5,0,0.5
山口県岩国市,2,41.0,0,1.5
奈良県宇陀市,2,57.5,0,2.0
奈良県磯城郡川西町,2,42.0,0,1.5
山口県,2,44.5,0,4.0
山口県下関市,2,27.0,0,3.0
岐阜県中津川市,2,57.5,1,2.0
岐阜県加茂郡八百津町,2,48.0,1,1.5
奈良県吉野郡下北山村,2,40.5,0,2.5
沖縄県石垣市,2,44.0,0,4.0
滋賀県愛知郡愛荘町,2,46.0,0,0.5
熊本県合志市,2,26.0,0,3.0
熊本県天草市,2,24.5,0,0.5
山梨県甲斐市,2,37.5,0,2.5
山梨県笛吹市,2,36.5,0,2.0
石川県かほく市,2,41.0,0,3.5
石川県七尾市,2,36.5,0,1.0
石川県小松市,2,42.5,0,3.5
石川県河北郡内灘町,2,41.0,0,3.5
岐阜県土岐市,2,49.0,1,2.0
神奈川県三浦郡葉山町,2,51.0,0,3.0
宮城県名取市,2,30.5,0,4.0
熊本県水俣市,2,45.5,0,3.5
栃木県佐野市,2,66.0,0,6.5
栃木県大田原市,2,49.5,0,5.0
栃木県日光市,2,72.5,0,5.5
栃木県真岡市,2,64.5,0,4.5
石川県河北郡津幡町,2,41.0,0,3.5
石川県能美市,2,42.5,0,3.5
静岡県裾野市,2,54.0,0,3.0
静岡県浜松市中央区,2,44.5,1,1.0
香川県木田郡三木町,2,35.5,0,12.0
高知県,2,44.5,0,4.0
鳥取県,2,45.5,0,4.0
愛知県知多郡東浦町,2,64.5,1,2.0
愛知県知多郡阿久比町,2,49.0,1,2.0
香川県丸亀市,2,38.5,1,9.5
香川県小豆郡小豆島町,2,35.5,0,12.0
長野県小諸市,2,59.5,1,3.0
愛知県海部郡蟹江町,2,48.0,1,1.5
茨城県鹿嶋市,2,46.5,0,5.0
長崎県,2,35.0,0,2.5
長崎県佐世保市,2,56.0,1,2.5
茨城県稲敷市,2,59.0,0,1.5
佐賀県唐津市,2,50.0,0,1.5
茨城県那珂市,2,46.5,0,5.0
長野県佐久市,2,59.5,1,3.0
長崎県対馬市,2,55.5,1,2.5
佐賀県,2,37.5,0,2.5
三重県多気郡多気町,1,30.0,0,1.0
三重県多気郡明和町,1,30.0,0,1.0
三重県度会郡大紀町,1,30.0,0,1.0
三重県度会郡度会町,1,30.0,0,1.0
三重県度会郡玉城町,1,30.0,0,1.0
佐賀県小城市,1,29.0,0,6.0
佐賀県武雄市,1,29.0,0,6.0
佐賀県神埼市,1,29.0,0,1.0
佐賀県神埼郡吉野ヶ里町,1,29.0,0,6.0
佐賀県西松浦郡有田町,1,74.0,0,2.0
長崎県島原市,1,25.0,0,0.0
長崎県松浦市,1,52.0,1,2.0
長崎県大村市,1,52.0,1,2.0
佐賀県三養基郡基山町,1,34.0,0,1.0
佐賀県佐賀市,1,29.0,0,6.0
佐賀県多久市,1,29.0,0,6.0
佐賀県嬉野市,1,29.0,0,6.0
茨城県那珂郡東海村,1,64.0,0,4.0
茨城県高萩市,1,25.0,0,1.0
茨城県龍ケ崎市,1,65.0,0,5.0
長崎県南島原市,1,25.0,0,0.0
茨城県潮来市,1,68.0,0,9.0
茨城県石岡市,1,64.0,0,4.0
長野県大町市,1,64.0,0,4.0
長野県諏訪市,1,29.0,0,6.0
長野県飯田市,1,29.0,0,6.0
青森県三沢市,1,29.0,0,1.0
愛知県弥富市,1,66.0,1,2.0
愛知県新城市,1,53.0,1,3.0
愛知県知多郡武豊町,1,29.0,0,6.0
愛知県碧南市,1,44.0,0,2.0
愛知県蒲郡市,1,29.0,0,6.0
香川県仲多度郡多度津町,1,35.0,1,1.0
高知県香南市,1,42.0,0,2.0
高知県香美市,1,35.0,1,1.0
静岡県熱海市,1,52.0,0,11.0
静岡県田方郡函南町,1,64.0,0,4.0
静岡県藤枝市,1,29.0,0,6.0
静岡県袋井市,1,64.0,0,4.0
静岡県賀茂郡南伊豆町,1,29.0,0,6.0
静岡県賀茂郡東伊豆町,1,64.0,0,3.0
静岡県賀茂郡西伊豆町,1,29.0,0,6.0
静岡県浜松市北区,1,66.0,1,2.0
三重県員弁郡東員町,1,22.0,0,1.0
栃木県矢板市,1,64.0,0,4.0
神奈川県三浦市,1,29.0,0,6.0
神奈川県中郡大磯町,1,29.0,0,6.0
宮城県加美郡加美町,1,29.0,0,0.0
宮城県塩竈市,1,53.0,1,3.0
熊本県菊池市,1,23.0,0,0.0
熊本県菊池郡菊陽町,1,29.0,0,6.0
熊本県葦北郡津奈木町,1,62.0,0,1.0
岐阜県可児郡御嵩町,1,66.0,1,2.0
沖縄県島尻郡伊是名村,1,63.0,0,5.0
沖縄県浦添市,1,29.0,0,6.0
山梨県都留市,1,65.0,0,5.0
岐阜県下呂市,1,74.0,1,8.0
岐阜県加茂郡坂祝町,1,66.0,1,2.0
岐阜県加茂郡白川町,1,66.0,1,2.0
山口県熊毛郡平生町,1,25.0,0,0.0
山口県熊毛郡田布施町,1,25.0,0,0.0
奈良県宇陀郡御杖村,1,60.0,0,1.0
奈良県高市郡明日香村,1,27.0,0,4.0
奈良県高市郡高取町,1,27.0,0,4.0
山口県下松市,1,29.0,0,6.0
山口県光市,1,29.0,0,6.0
山口県周南市,1,29.0,0,6.0
山口県大島郡周防大島町,1,29.0,0,6.0
宮崎県日南市,1,29.0,0,6.0
宮崎県都城市,1,53.0,0,2.0
富山県南砺市,1,81.0,0,1.0
富山県富山市,1,64.0,0,4.0
富山県射水市,1,29.0,0,6.0
富山県砺波市,1,29.0,0,6.0
富山県高岡市,1,29.0,0,6.0
富山県黒部市,1,29.0,0,6.0
宮城県多賀城市,1,29.0,0,6.0
宮城県宮城郡七ヶ浜町,1,32.0,0,2.0
宮城県宮城郡利府町,1,29.0,0,6.0
宮城県石巻市,1,29.0,0,6.0
宮崎県児湯郡木城町,1,58.0,0,4.0
宮崎県北諸県郡三股町,1,29.0,0,6.0
宮崎県延岡市,1,29.0,0,6.0
埼玉県比企郡小川町,1,68.0,0,9.0
埼玉県比企郡嵐山町,1,29.0,0,6.0
神奈川県高座郡寒川町,1,58.0,1,2.0
福井県三方郡美浜町,1,44.0,0,1.0
福井県勝山市,1,56.0,0,4.0
福井県大野市,1,56.0,0,4.0
埼玉県北葛飾郡杉戸町,1,62.0,0,1.0
埼玉県北足立郡伊奈町,1,44.0,0,3.0
埼玉県坂戸市,1,68.0,0,9.0
埼玉県大里郡寄居町,1,64.0,0,4.0
埼玉県幸手市,1,62.0,0,1.0
大分県別府市,1,67.0,1,2.0
大分県速見郡日出町,1,67.0,1,2.0
神奈川県足柄下郡湯河原町,1,44.0,0,3.0
広島県東広島市,1,29.0,0,0.0
広島県竹原市,1,31.0,0,1.0
徳島県,1,48.0,0,3.0
山梨県上野原市,1,30.0,0,1.0
山梨県中央市,1,43.0,0,3.0
山梨県北杜市,1,43.0,0,3.0
山梨県南アルプス市,1,43.0,0,3.0
山梨県南巨摩郡身延町,1,48.0,0,3.0
山梨県南都留郡富士河口湖町,1,53.0,1,3.0
山梨県山梨市,1,43.0,0,3.0
山梨県甲州市,1,43.0,0,3.0
山口県萩市,1,29.0,0,6.0
山口県防府市,1,29.0,0,6.0
山形県上山市,1,32.0,0,2.0
山形県寒河江市,1,25.0,0,1.0
山形県西村山郡大江町,1,29.0,0,6.0
山形県鶴岡市,1,74.0,0,1.0
栃木県那須烏山市,1,64.0,0,4.0
沖縄県中頭郡北谷町,1,39.0,0,2.0
沖縄県国頭郡宜野座村,1,39.0,0,2.0
沖縄県国頭郡本部町,1,29.0,0,6.0
沖縄県宮古島市,1,29.0,0,6.0
岡山県高梁市,1,29.0,0,6.0
大阪府阪南市,1,43.0,0,5.0
埼玉県行田市,1,68.0,0,9.0
千葉県富津市,1,26.0,0,1.0
千葉県山武郡九十九里町,1,64.0,0,4.0
千葉県山武郡横芝光町,1,32.0,0,2.0
千葉県旭市,1,44.0,0,3.0
和歌山県東牟婁郡串本町,1,29.0,0,6.0
和歌山県田辺市,1,26.0,1,2.0
和歌山県西牟婁郡白浜町,1,45.0,0,2.0
千葉県印旛郡酒々井町,1,31.0,0,2.0
千葉県君津市,1,25.0,0,1.0
福岡県大牟田市,1,23.0,0,0.0
福岡県朝倉郡筑前町,1,29.0,0,6.0
千葉県銚子市,1,64.0,0,4.0
千葉県長生郡一宮町,1,32.0,0,2.0
和歌山県伊都郡かつらぎ町,1,32.0,0,2.0
福井県鯖江市,1,29.0,0,6.0
福岡県うきは市,1,26.0,0,1.0
福岡県北九州市小倉南区,1,29.0,0,6.0
福岡県北九州市若松区,1,29.0,0,6.0
北海道札幌市清田区,1,29.0,0,6.0
北海道札幌市白石区,1,45.0,0,2.0
北海道河東郡音更町,1,29.0,0,6.0
北海道苫小牧市,1,32.0,0,2.0
北海道虻田郡倶知安町,1,29.0,0,6.0
北海道野付郡別海町,1,29.0,0,6.0
北海道釧路市,1,63.0,1,4.0
福島県西白河郡矢吹町,1,77.0,0,2.0
兵庫県赤穂市,1,25.0,0,0.0
北海道二海郡八雲町,1,29.0,0,6.0
北海道千歳市,1,29.0,0,6.0
北海道札幌市厚別区,1,29.0,0,6.0
福岡県豊前市,1,47.0,0,2.0
福岡県遠賀郡岡垣町,1,29.0,0,6.0
福岡県遠賀郡遠賀町,1,29.0,0,6.0
福岡県飯塚市,1,59.0,0,3.0
福島県いわき市,1,64.0,0,4.0
福島県伊達市,1,69.0,0,3.0
福島県会津若松市,1,77.0,0,2.0
福岡県筑後市,1,23.0,0,0.0
福岡県筑紫郡那珂川町,1,29.0,0,6.0
新潟県三条市,1,64.0,0,4.0
新潟県上越市,1,25.0,0,0.0
新潟県五泉市,1,29.0,0,6.0
新潟県佐渡市,1,64.0,0,4.0
岡山県小田郡矢掛町,1,49.0,0,3.0
岡山県岡山市中区,1,29.0,0,6.0
岡山県岡山市東区,1,29.0,0,6.0
岡山県浅口市,1,49.0,0,3.0
岡山県浅口郡里庄町,1,49.0,0,3.0
岡山県笠岡市,1,25.0,0,0.0
岐阜県揖斐郡池田町,1,32.0,0,2.0
岐阜県本巣市,1,66.0,1,2.0
岐阜県美濃市,1,53.0,1,3.0
岐阜県羽島郡笠松町,1,26.0,0,0.0
岡山県井原市,1,49.0,0,3.0
岡山県備前市,1,64.0,0,4.0
徳島県阿南市,1,36.0,0,5.0
東京都武蔵村山市,1,77.0,0,2.0
東京都神津島村,1,30.0,0,1.0
東京都稲城市,1,29.0,0,6.0
広島県安芸高田市,1,29.0,0,0.0
福岡県築上郡築上町,1,62.0,0,2.0
福岡県糟屋郡新宮町,1,29.0,0,6.0
兵庫県相生市,1,76.0,0,3.0
茨城県坂東市,1,32.0,0,2.0
茨城県常陸大宮市,1,65.0,0,5.0
茨城県常陸太田市,1,64.0,0,4.0
佐賀県鹿島市,1,29.0,0,6.0
兵庫県南あわじ市,1,64.0,0,3.0
兵庫県宍粟市,1,76.0,0,3.0
群馬県北群馬郡吉岡町,1,64.0,0,4.0
群馬県北群馬郡榛東村,1,64.0,0,4.0
群馬県富岡市,1,64.0,0,4.0
群馬県沼田市,1,64.0,0,4.0
群馬県邑楽郡邑楽町,1,48.0,0,3.0
茨城県つくばみらい市,1,77.0,0,2.0
秋田県仙北郡美郷町,1,54.0,0,0.0
秋田県大仙市,1,29.0,0,6.0
茨城県笠間市,1,68.0,0,9.0
茨城県行方市,1,29.0,0,6.0
岩手県久慈市,1,65.0,0,5.0
岩手県北上市,1,32.0,0,2.0
岩手県花巻市,1,77.0,0,2.0
広島県三原市,1,59.0,0,2.0
広島県三次市,1,55.0,0,1.0
広島県大竹市,1,30.0,0,1.0
広島県安芸郡坂町,1,30.0,0,1.0
愛媛県四国中央市,1,35.0,1,1.0
愛媛県新居浜市,1,29.0,0,6.0
愛媛県西条市,1,65.0,0,2.0
愛知県丹羽郡大口町,1,68.0,0,2.0
新潟県南魚沼市,1,64.0,0,4.0
新潟県妙高市,1,64.0,0,4.0
新潟県新潟市北区,1,64.0,0,4.0
新潟県新潟市秋葉区,1,29.0,0,6.0
新潟県新発田市,1,32.0,0,2.0
新潟県村上市,1,64.0,0,4.0
新潟県長岡市,1,70.0,0,2.0
秋田県大館市,1,29.0,0,6.0
秋田県秋田市,1,32.0,0,2.0
秋田県能代市,1,29.0,0,6.0
秋田県雄勝郡羽後町,1,29.0,0,6.0
群馬県みどり市,1,69.0,0,2.0
鹿児島県奄美市,1,50.0,0,0.0
鹿児島県指宿市,1,25.0,0,0.0
鹿児島県肝属郡錦江町,1,53.0,1,3.0
三重県鳥羽市,1,30.0,0,1.0
静岡県御前崎市,1,25.0,0,1.0
静岡県御殿場市,1,68.0,0,2.0
三重県伊勢市,1,30.0,0,1.0
鹿児島県いちき串木野市,1,34.0,0,2.0
鹿児島県出水市,1,62.0,0,1.0
鹿児島県南九州市,1,34.0,0,2.0
青森県上北郡東北町,1,32.0,0,2.0
青森県青森市,1,65.0,0,5.0
青森県黒石市,1,65.0,0,5.0
静岡県三島市,1,29.0,0,6.0
静岡県伊豆の国市,1,64.0,0,4.0
静岡県島田市,1,29.0,0,6.0
長野県北佐久郡軽井沢町,1,29.0,0,6.0
長野県千曲市,1,64.0,0,4.0
長野県塩尻市,1,64.0,0,1.0
静岡県浜松市浜北区,1,46.0,0,1.0
三重県北牟婁郡紀北町,1,30.0,0,1.0
鹿児島県鹿屋市,1,28.0,0,0.0
静岡県湖西市,1,66.0,1,2.0
静岡県焼津市,1,64.0,0,4.0
