token,count
nan,5224
(高等学校),172
(大学),45
(短期大学),41
(その他),37
普通科(高等学校),32
(専門学校),31
普通科(高等学校)(1990年3月卒業),14
普通科(高等学校)(1991年3月卒業),9
普通科(高等学校)(1983年3月卒業),9
商業科(高等学校),9
普通科(高等学校)(1988年3月卒業),8
普通科(高等学校)(2009年3月卒業),6
普通科,6
(高等学校)(1998年3月卒業),6
普通科(高等学校)(2015年3月卒業),6
(高等専門学校),5
(高等学校)(1984年3月卒業),5
普通科(高等学校)(1989年3月卒業),4
普通科(高等学校)(2013年3月卒業),4
普通科(高等学校)(1994年3月卒業),4
普通科(高等学校)(1976年3月卒業),4
普通科(高等学校)(2001年3月卒業),4
(高等学校)(1993年3月卒業),4
普通科(高等学校)(1998年3月卒業),4
普通科(高等学校)(1986年3月卒業),4
(高等学校)(2002年3月卒業),4
普通(高等学校),4
普通科(高等学校)(2021年3月卒業),4
(高等学校)(2004年3月卒業),4
(高等学校)(1979年3月卒業),4
普通科(高等学校)(2002年3月卒業),4
(高等学校)(2018年3月卒業),4
普通科(1982年3月卒業),4
普通科(高等学校)(1984年3月卒業),4
普通科(高等学校)(2000年3月卒業),4
商業科(高等学校)(1986年3月卒業),4
商業科(高等学校)(1993年3月卒業),4
普通科(高等学校)(1981年3月卒業),3
(高等学校)(2013年3月卒業),3
普通科(高等学校)(1987年3月卒業),3
普通科(高等学校)(2006年3月卒業),3
普通科(高等学校)(1996年3月卒業),3
介護福祉科(専門学校)(2000年3月卒業),3
普通科(高等学校)(1978年3月卒業),3
商業科(高等学校)(1981年3月卒業),3
(高等学校)(1986年3月卒業),3
普通科(高等学校)(2003年3月卒業),3
(専門学校)(2017年3月卒業),3
介護福祉科(専門学校)(2013年3月卒業),3
普通科(高等学校)(1997年3月卒業),3
普通科(高等学校)(2018年3月卒業),3
社会福祉学部社会福祉学科(大学),3
家政科(高等学校)(1976年3月卒業),3
(高等学校)(1996年3月卒業),3
(高等学校)(1992年3月卒業),3
商業科(高等学校)(1990年3月卒業),3
(高等学校)(1990年3月卒業),3
普通科(高等学校)(1977年3月卒業),3
普通科(高等学校)(1973年3月卒業),3
普通科(高等学校)(1985年3月卒業),3
(高等学校)(2011年3月卒業),3
普通科(高等学校)(2020年3月卒業),3
看護学科(専門学校),3
(高等学校)(1987年3月卒業),3
普通科(高等学校)(1980年3月卒業),3
(専門学校)(2010年3月卒業),3
普通科(高等学校)(2017年3月卒業),3
(高等学校)(2000年3月卒業),3
(専門学校)(1992年3月卒業),2
(大学)(1998年3月卒業),2
通信教育部社会福祉科(大学),2
経営学部経営学科金融論(大学)(1982年3月卒業),2
(高等学校)(1976年3月卒業),2
(短期大学)(1995年3月卒業),2
商業科(高等学校)(1988年3月卒業),2
(専門学校)(1997年3月卒業),2
社会福祉学科,2
経営学部経営学科(大学)(1984年3月卒業),2
(高等学校)(2016年3月卒業),2
経済学部経済学科(大学)(1988年3月卒業),2
社会福祉学部社会福祉学科(大学)(1997年3月卒業),2
(専門学校)(1990年3月卒業),2
(大学)(2003年3月卒業),2
商業科(高等学校)(1995年3月卒業),2
経済学部経済学科(大学)(1982年3月卒業),2
普通科(高等学校)(1992年3月卒業),2
(高等学校)(1997年3月卒業),2
普通科(高等学校)(2004年3月卒業),2
(高等学校)(1989年3月卒業),2
(その他)(1984年3月卒業),2
(専門学校)(1994年3月卒業),2
看護学科,2
普通科(高等学校)(1968年3月卒業),2
法学部法律学科(大学)(2004年3月卒業),2
(高等学校)(1994年3月卒業),2
商業科(1993年3月卒業),2
(1986年3月卒業),2
普通科(1986年3月卒業),2
(専門学校)(2008年3月卒業),2
(短期大学)(2000年3月卒業),2
経済学部経済学科(大学)(1998年3月卒業),2
(その他)(1989年3月卒業),2
経営学部経営学科経営(大学)(2002年3月卒業),2
経済学部経済学科アメリカ経済(大学)(1994年3月卒業),2
(高等学校)(1983年3月卒業),2
商業科(高等学校)(1983年3月卒業),2
普通科(高等学校)(1979年3月卒業),2
文学部(大学)(2014年3月卒業),2
(高等学校)(2024年3月卒業),2
(大学)(2021年3月卒業),2
商業科(高等学校)(1973年3月卒業),2
文学部(大学),2
看護学科(専門学校)(2018年3月卒業),2
(大学)(2019年3月卒業),2
商業科(高等学校)(1984年3月卒業),2
介護福祉科(専門学校)(2003年3月卒業),2
(その他)(1985年3月卒業),2
(大学院(修士)),2
(高等学校)(1995年3月卒業),2
保育科(高等学校),2
商業科(高等学校)(1978年3月卒業),2
家政科(高等学校),2
普通科(1979年3月卒業),2
社会福祉学部社会福祉学科(大学)(2016年3月卒業),2
介護福祉科(専門学校)(1999年3月卒業),2
(高等学校)(2001年3月卒業),2
(高等学校)(2009年3月卒業),2
法学部法政策学科(大学)(2013年3月卒業),2
普通科なし(高等学校)(1992年3月卒業),2
法学部(大学),2
普通科(高等学校)(2008年3月卒業),2
社会福祉学部・社会福祉学科(大学),2
(1971年3月卒業),2
普通科(高等学校)(2012年3月卒業),2
(高等学校)(2015年3月卒業),2
(高等学校)(1981年3月卒業),2
経済学部経済学科(大学)(1985年3月卒業),2
普通(高等学校)(2001年3月卒業),2
(その他)(2010年3月卒業),2
商業科(高等学校)(1989年3月卒業),2
普通(高等学校)(1996年3月卒業),2
(大学)(2012年3月卒業),2
(その他)(2016年3月卒業),2
(その他)(1970年3月卒業),2
(高等学校)(2019年3月卒業),2
普通科(1980年3月卒業),2
(その他)(1978年3月卒業),2
普通(1980年3月卒業),2
(高等学校)(1998年3月),2
普通科(高等学校)(1974年3月卒業),2
自動車工学科(高等学校)(1993年3月卒業),2
(専門学校)(1984年3月卒業),2
貿易学科(専門学校)(1982年3月卒業),2
(その他)(2002年3月卒業),2
(専門学校)(2015年3月卒業),2
普通科(高等学校)(1975年3月卒業),2
秘書科(短期大学),2
経済学部経済学科(大学)(1981年3月卒業),2
ライフクリエイト科(高等学校)(2016年4月卒業),1
農学部 農業土木学科農業土木(短期大学),1
(専門学校)(2018年3月卒業),1
普通科無し(高等学校)(1986年3月卒業),1
体育学部 健康学科(大学)(1989年3月卒業),1
法学部法律学科被害者心理学(大学)(2010年4月卒業),1
日本語通訳専攻学科日本語通訳専攻学科(高等専門学校)(2021年4月卒業),1
歯学部歯学科(大学)(2019年3月卒業),1
社会福祉学部社会福祉学科児童福祉コース(大学)(2013年3月卒業),1
経営情報学部経営情報学科(大学)(2004年3月卒業),1
CG制作学科マスコミCGクリエーター専攻(専門学校)(1999年3月卒業),1
コミュニティケア科臨床福祉課程(専門学校),1
普通科普通コース(高等学校)(1988年3月卒業),1
普通科普通(高等学校)(1999年3月卒業),1
情報処理総合システム科(専門学校)(1990年3月卒業),1
産業社会学部産業社会学科産業社会コース(大学)(1999年3月卒業),1
社会科学部社会学(大学)(1977年3月卒業),1
看護学校卒業看護学校卒業(1980年3月卒業),1
国際観光旅行学科(専門学校)(1989年3月卒業),1
(専門学校)(1972年3月卒業),1
社会学部社会学科産業社会学(大学)(1995年3月卒業),1
家政学部生活造形学科染色コース(大学)(1981年3月卒業),1
インテリアデザイン学部建築CAD専攻(専門学校)(2001年3月卒業),1
看護科・看護専攻科(高等専門学校)(2014年3月卒業),1
法政経学部 法政経学科(大学)(2012年3月卒業),1
介護科(高等専門学校)(2005年3月卒業),1
経済学部経営学科会計(大学)(1993年3月卒業),1
経理科(専門学校)(2000年3月卒業),1
国文科(短期大学)(1987年3月卒業),1
社会福祉学部社会福祉学科社会福祉(大学)(2009年3月卒業),1
経済学部(大学)(1981年3月),1
福祉介護(高等学校)(1997年3月卒業),1
家政学科生活科学専攻(短期大学)(1987年3月卒業),1
音楽学部 器楽科バイオリン専攻(大学)(1982年3月卒業),1
文学部宗教学科(大学)(1987年3月卒業),1
音楽学部指揮科(大学)(1976年4月中退),1
機械科(高等学校)(1980年3月),1
普通(高等学校)(1968年3月卒業),1
普通科一般課程(高等学校)(2002年3月卒業),1
産業社会学部産業社会学科人間文化コース(大学)(1994年3月卒業),1
(高等学校)(1972年3月卒業),1
福祉部介護科(専門学校)(2000年3月卒業),1
システム演芸科(高等学校)(2003年3月卒業),1
商業科(高等学校)(1991年3月卒業),1
介護福祉科(専門学校)(2001年3月卒業),1
(高等学校)(1992年2月卒業),1
商学部経営学科(大学)(1996年3月卒業),1
社会福祉科(専門学校)(2002年3月卒業),1
理学療法学部理学療法学科(専門学校)(2012年4月卒業),1
普通科学校が勉強として少林寺拳をする(高等学校)(1994年3月卒業),1
インテリアデザイン学科インテリアデザイン(専門学校)(1991年3月中退),1
保育科(高等学校)(1987年3月卒業),1
工学部土木工学科 生活科学部計画研究室 人間工学(大学)(1991年3月卒業),1
介護福祉科(専門学校)(2004年3月),1
パフォーミングアーツカレッジ声優専攻(専門学校)(2013年3月卒業),1
商学部 管理科学科(大学)(1994年3月卒業),1
経済学部産業教育学科(大学)(2001年3月卒業),1
児童教育学科初等教育学専攻(短期大学)(1982年3月卒業),1
文学部中国学科なし(大学)(2009年3月卒業),1
普通(高等学校)(2016年3月卒業),1
保育科(高等学校)(1996年2月中退),1
看護学科無し(短期大学)(1998年3月卒業),1
経済学部・会計情報学科なし(大学)(2022年3月中退),1
食物栄養科食物栄養科(短期大学)(1985年3月卒業),1
社会福祉学部社会福祉学科(2013年3月卒業),1
看護学科看護過程(専門学校)(2010年3月卒業),1
短期大学部社会福祉学科(短期大学)(2019年3月卒業),1
福祉福祉(専門学校)(2003年3月卒業),1
法学部(大学)(1983年4月卒業),1
総合ビジネス普通科(専門学校)(1995年3月卒業),1
看護科看護(専門学校)(1989年3月卒業),1
社会福祉学部 社会福祉学科(大学)(2021年3月卒業),1
生命環境学部アニマルサイエンス学科(大学)(2020年3月卒業),1
国際英語学部(大学)(2010年3月卒業),1
文学部 中国学科(大学)(2013年3月卒業),1
准看護科(その他)(2019年3月卒業),1
普通(高等学校)(1983年3月卒業),1
商業科商業科(高等学校)(1980年3月卒業),1
普通科情報専攻(高等学校)(2011年3月卒業),1
文学部東洋史学専攻(大学)(2017年4月卒業),1
文学研究科文化史学専攻(大学院(修士))(2019年3月卒業),1
人間科学部社会福祉学科(大学)(2007年3月卒業),1
外国語学部英米語学科英語(大学)(2017年3月卒業),1
医療福祉科医療介護保険事務コース(専門学校)(2004年3月卒業),1
社会体育(専門学校)(1997年3月卒業),1
法学部・法律学科(1994年3月卒業),1
人文学部(大学)(2000年3月卒業),1
機関科なし(高等学校)(2000年3月卒業),1
普通科なし(高等学校)(1997年3月卒業),1
(専門学校)(1993年7月中退),1
Allied Health ScienceNursing(大学)(2017年12月卒業),1
法学部法律学科(大学)(1971年3月卒業),1
英米語学科国際ボランティアコース(専門学校)(2010年3月卒業),1
普通科(その他)(1999年6月中退),1
鍼灸科(専門学校),1
社会福祉科(通信)(専門学校),1
医療福祉科福祉科(高等専門学校)(1997年3月卒業),1
生物工学遺伝子工学(専門学校)(1989年3月卒業),1
家政科(短期大学),1
造形芸術学科ビジュアルデザインコース(短期大学)(1981年3月卒業),1
文理学部英文科文学専攻(大学)(2019年3月卒業),1
社会福祉学部 社会福祉学科社会福祉(大学)(2024年9月卒業),1
保育学科(短期大学),1
普通(高等学校)(1994年3月卒業),1
経営情報学研究科 博士後期課程流通マーケティング(大学院(博士))(2002年3月卒業),1
経営学部経営学科(1973年3月卒業),1
仏教科(短期大学)(1998年3月中退),1
電気科(高等学校)(2007年3月卒業),1
介護福祉科(高等学校)(2015年3月卒業),1
介護福祉学科(専門学校)(2005年3月卒業),1
医用工学部・医用情報工学科(大学)(2020年3月卒業),1
アドバンスコース(高等学校)(2023年3月卒業),1
ウェディングプランナー科(専門学校)(2022年3月卒業),1
教育学部第二部・小学校教員養成五年課程(大学)(2005年3月卒業),1
情報電子科ー(高等学校)(2003年3月卒業),1
文学部文化歴史学科日本史学専攻(大学)(2003年3月卒業),1
家庭生活学科食物栄養科(短期大学)(1987年3月卒業),1
保健科(短期大学)(1999年3月卒業),1
(高等学校)(2016年6月),1
経営学部国際経営(大学)(2002年3月卒業),1
商経学部・経営学科管理会計論(大学)(1995年3月卒業),1
芸術学部日本画専攻(大学)(1977年3月卒業),1
普通科なし(高等学校)(1989年3月卒業),1
歯科衛生士学科歯科衛生士専攻(専門学校)(1977年3月卒業),1
社会福祉学部・社会福祉学科(大学)(2024年3月卒業),1
芸術学部 映画学科(大学)(2011年3月卒業),1
英語科,1
機械工学科(高等専門学校)(1966年3月卒業),1
文学部日本語日本文学,1
法学部法律学科労働法(大学)(1981年3月卒業),1
介護福祉学科介護(専門学校)(2005年3月卒業),1
公務員学科法律(専門学校)(2020年3月卒業),1
編集デザイン学科(専門学校)(1997年3月卒業),1
幼児教育学科(短期大学)(2024年3月卒業),1
文学部社会学科産業関係学専攻(大学)(1979年3月卒業),1
普通科第III類体育学科体育学科(高等学校)(1990年3月卒業),1
法学部法律学科刑法(大学)(2001年3月卒業),1
普通科なし(高等学校)(1983年3月卒業),1
美容科美容(専門学校)(2001年3月卒業),1
電子工学科(専門学校)(1990年4月卒業),1
鍼灸学部鍼灸学科アスレチックトレーナーコース(大学)(2009年3月卒業),1
経済学部 経済学科経済(大学)(1991年3月卒業),1
デザイン美術科絵画(短期大学)(1978年3月卒業),1
(高等専門学校)(1984年3月卒業),1
文理学部体育学科(大学)(1969年7月中退),1
介護福祉科なし(高等学校)(2014年3月卒業),1
バイオ環境学部・バイオ環境デザイン学科(大学)(2016年3月卒業),1
栄養学科栄養士(専門学校)(2008年3月卒業),1
インテリアデザインデザイン(短期大学)(1997年3月卒業),1
社会福祉学部・社会福祉学科(大学)(2017年3月卒業),1
法学部法律学科法律(大学)(2002年3月卒業),1
文学部人文情報学科(大学)(2006年3月卒業),1
食物科(短期大学)(1980年3月卒業),1
介護福祉科(専門学校)(2005年9月卒業),1
社会福祉学科介護福祉専攻(専門学校)(2004年3月卒業),1
文学部英米文学科(大学)(1989年3月卒業),1
(その他)(1998年3月卒業),1
家政科被服科(高等学校)(1988年3月卒業),1
経済学部・経済学科(大学)(2011年3月卒業),1
(専門学校)(2008年3月),1
福祉学科介護福祉コース(その他)(2014年3月卒業),1
社会学部 応用社会学科応用社会学(大学)(2001年3月卒業),1
社会学部 社会学科産業心理学専攻(大学)(1996年3月卒業),1
英米語学科英米語(大学)(1982年3月卒業),1
幼児教育学科(短期大学),1
社会学部(大学)(1997年3月卒業),1
家政科(高等学校)(1987年3月卒業),1
生活学科生活学部(短期大学)(2001年3月卒業),1
普通科普通学科(その他)(1975年3月卒業),1
看護専攻科(高等学校)(1985年4月中退),1
普通科スポーツ(高等学校)(1997年3月卒業),1
スポーツ科学科スポーツデザイン(専門学校)(1997年3月卒業),1
被服科(高等学校)(1997年3月卒業),1
(短期大学)(2001年3月卒業),1
介護福祉科(高等学校)(2018年3月卒業),1
社会福祉学部社会福祉学科(大学)(2012年3月卒業),1
(大学院(博士))(1992年3月卒業),1
現代文化学部現代福祉学科(大学)(2006年3月卒業),1
園芸科(高等学校)(1990年3月卒業),1
製菓コース(専門学校)(2006年3月卒業),1
看護学科(専門学校)(2020年3月卒業),1
ファッションビジネス(専門学校)(1993年3月卒業),1
商業科なし(高等学校)(2001年3月卒業),1
精神保健福祉通信教育課程精神保健福祉(専門学校)(2018年9月卒業),1
生活科学科(短期大学)(2003年3月卒業),1
扇町高等学校人文学科(高等学校)(2004年3月卒業),1
美容科(専門学校)(2017年3月卒業),1
経理(専門学校)(1998年3月卒業),1
農業科(高等専門学校)(2013年3月卒業),1
家政科(高等学校)(1973年3月卒業),1
介護福祉科(専門学校)(2005年3月卒業),1
心理学部心理学科社会心理学(大学)(2016年3月卒業),1
心理・福祉学部社会福祉学科(大学)(2020年10月中退),1
教育学部小学校教員課程美術科(大学)(1994年3月卒業),1
社会学部社会福祉学科児童福祉(大学)(1998年3月卒業),1
デザイン美術科ヴィジュアルデザイン科(短期大学)(1999年3月卒業),1
保健科歯科衛生士コース(短期大学)(1975年3月卒業),1
II部文学部哲学思想(大学)(1988年3月卒業),1
看護看護(専門学校)(2010年3月中退),1
仏教学部福祉専攻(短期大学)(2008年3月卒業),1
(専門学校)(1991年3月卒業),1
電気情報科情報(高等学校)(1985年3月卒業),1
(専門学校)(2014年2月卒業),1
(高等専門学校)(1986年3月卒業),1
(高等学校)(2008年3月卒業),1
(短期大学)(1999年3月卒業),1
地域こども学科こども保育コース(短期大学)(2025年3月卒業),1
教育福祉学部スポーツ教育学科(大学)(2019年3月卒業),1
学校教育研究科臨床心理学コース(大学院(修士))(2021年3月卒業),1
普通科なし(高等学校)(1982年3月卒業),1
工学部土木工学科(大学)(1983年3月卒業),1
(専門学校)(1997年3月中退),1
経済学科経済学部(1974年3月卒業),1
社会福祉科社会福祉(専門学校)(2011年3月卒業),1
管理工学部経営工学(大学)(1992年3月卒業),1
人文学部総合人文学科(大学)(2013年3月卒業),1
理学療法学科理学療法(専門学校)(1997年3月卒業),1
公共政策学部福祉社会学科(大学)(2012年3月卒業),1
介護福祉科介護福祉士(専門学校)(2009年3月卒業),1
(2004年3月卒業),1
理工学系研究科機械電子制御工学専攻(大学院(修士))(2016年3月卒業),1
社会学部社会学科(1984年4月卒業),1
生活福祉科介護福祉専攻(短期大学)(2005年2月卒業),1
総合ビジネス科(高等学校)(2006年3月卒業),1
美容科美容課程(専門学校)(1998年9月卒業),1
医科学老年期精神機能病態学(大学院(博士))(2030年3月卒業見込み),1
福祉メディカル科福祉(専門学校)(2016年3月卒業),1
建築学科建築学科(高等専門学校)(1985年3月卒業),1
社会学部(大学)(2003年3月卒業),1
教養学部教養学科英米語(大学)(1996年3月卒業),1
総合学科(高等学校)(2013年3月卒業),1
社会福祉士通信課程社会福祉士(短期大学)(2021年1月卒業),1
家政科食物栄養(短期大学)(1990年3月卒業),1
流通経済科(高等学校)(1989年3月卒業),1
国際交流学部英語(高等学校)(1991年3月卒業),1
商学科(大学),1
普通(高等学校)(1997年3月卒業),1
福祉科(専門学校)(1998年3月卒業),1
文学部日本史(大学)(1985年3月卒業),1
第二看護学科(短期大学)(1982年3月),1
健康福祉学部福祉マネージメントコース(大学)(2011年3月卒業),1
家政学科生活文化専攻(短期大学)(1998年3月卒業),1
嵯峨美術短期大学造形芸術科立体造形(大学)(1983年3月卒業),1
法律(専門学校)(2000年3月卒業),1
(大学)(1993年3月卒業),1
普通(高等学校)(1992年3月卒業),1
旅行学科(専門学校)(1996年3月卒業),1
准看護師(高等学校)(1971年3月卒業),1
外国語学部イスパニア学科(大学)(1989年3月卒業),1
看護(専門学校)(2023年3月卒業),1
社会学部社会学科(大学)(2015年3月卒業),1
英語国際学部 英語国際学科(大学)(2020年3月卒業),1
工学部環境工学(大学)(1975年6月卒業),1
社会福祉学部社会福祉学科社会福祉(大学)(2014年3月卒業),1
経済学部経済学科(大学)(2008年3月卒業),1
福祉総合科(高等学校)(2023年3月卒業),1
児童教育学科(短期大学)(1995年3月卒業),1
ファッションビジネス学科ファッションビジネス(専門学校)(1992年2月卒業),1
オフィス情報科(高等学校)(2002年3月卒業),1
社会福祉主事科社会福祉主事(専門学校)(1994年3月卒業),1
商業科(高等学校)(1987年11月中退),1
体育コース(高等学校)(2015年3月卒業),1
第2看護学科(専門学校)(2023年3月卒業),1
介護福祉士学科(短期大学)(2014年3月卒業),1
ファッションデザイン基礎コースファッションデザイン(専門学校)(1987年3月卒業),1
鍼灸師学科(専門学校)(2017年3月卒業),1
美容(専門学校)(2011年10月卒業),1
社会福祉士学科(専門学校)(2020年2月卒業),1
(短期大学)(1987年3月卒業),1
外国語学部フランス語学科フランス語(大学)(2019年3月卒業),1
普通科普通科(高等学校)(1985年3月卒業),1
社会福祉士学部社会福祉士学科(大学)(1998年3月卒業),1
国際関係学部 国際関係学科国際経済(大学)(2013年3月卒業),1
理学療法科夜間部(専門学校)(2019年3月卒業),1
介護福祉科(その他)(1998年3月卒業),1
芸術学部文芸学科日本文学(大学)(2005年3月卒業),1
(高等学校)(2010年5月卒業),1
高等課程准看護師科(その他)(2008年3月卒業),1
普通科なし(高等学校)(1993年3月卒業),1
社会学部社会心理学科(大学)(2010年3月卒業),1
製造科(高等学校)(1991年3月卒業),1
人間学部臨床心理学科(大学)(2000年3月卒業),1
情報処理学課(専門学校)(1987年3月卒業),1
福祉科(高等学校)(2011年3月卒業),1
社会福祉学部社会福祉学科高齢者福祉、地域福祉(大学)(2022年3月卒業),1
国際福祉学科(短期大学)(2006年3月卒業),1
(専門学校)(1996年3月卒業),1
商業科(高等学校)(2015年3月卒業),1
商業科なし(高等学校)(2015年3月卒業),1
(その他)(1979年4月卒業),1
園芸ビジネス科(高等学校)(2017年3月卒業),1
介護福祉学科(専門学校)(2017年3月卒業),1
社会福祉学部臨床福祉学科社会福祉学(大学)(2022年3月卒業),1
看護科(専門学校)(2008年3月),1
総合学科(高等学校)(2011年3月卒業),1
(高等学校)(2010年3月卒業),1
経済学部経営学科(大学)(1985年3月卒業),1
プロダクション科服飾、デザイン(専門学校),1
商業科商業科(高等学校)(1977年3月卒業),1
看護科(高等専門学校)(2007年9月中退),1
介護介護(専門学校)(2005年3月卒業),1
家政科なし(高等学校)(1991年3月卒業),1
看護学科(専門学校)(2021年3月卒業),1
生活科(高等学校)(1996年3月卒業),1
(高等学校)(2023年3月卒業),1
理学部化学(大学)(1996年3月卒業),1
生活福祉文化学部生活福祉文化学科ソーシャルワーク領域主専攻(大学)(2013年9月卒業),1
文学部英文科(大学)(1976年3月卒業),1
普通科普通科(高等学校)(1996年3月卒業),1
生活未来科生活福祉コース(短期大学)(2024年3月卒業),1
機械科(高等専門学校)(1986年3月卒業),1
衛生事業管理(大学)(2004年7月卒業),1
商業化(高等学校)(2018年3月卒業),1
(短期大学)(1998年3月卒業),1
初等教育学科(短期大学)(1983年3月卒業),1
現代人間学部生活環境学科(2029年3月卒業見込み),1
ビューティアート学科(短期大学),1
大学院連合教職実践研究科学校経営力高度化コース(大学院(修士))(2022年3月卒業),1
総合学科 福祉系列(高等学校)(2014年3月卒業),1
医療福祉学部医療福祉学科(大学)(2013年3月卒業),1
文学部哲学科と経済学部経済学科通信課程経済学専攻、哲学専攻(高等学校),1
社会福祉学科社会福祉(専門学校)(1978年3月卒業),1
商学部会計学科会計学(大学)(2004年2月卒業),1
介護福祉(専門学校)(2021年3月卒業),1
健康福祉コース福祉コース(高等学校)(2011年3月卒業),1
看護学科三年課程(専門学校)(2020年3月中退),1
経営経営(大学)(1999年3月卒業),1
医療秘書科(専門学校),1
仏教福祉学科(大学)(2001年3月卒業),1
(大学)(1993年3月),1
産業理工学部(旧 九州工学部)生物環境科学科(大学)(1990年3月卒業),1
看護学部看護(専門学校)(2008年3月卒業),1
普通科普通科(高等学校)(1971年3月卒業),1
幼児教育保育学科生活福祉専攻(短期大学)(2024年3月卒業),1
英米語秘書科(短期大学)(1994年3月卒業),1
社会福祉学部臨床福祉心理学科(大学)(2015年3月卒業),1
コンピューター科コンピューター科(専門学校)(1992年3月卒業),1
看護保健学科(専門学校)(2023年3月卒業),1
家政科家政専攻(短期大学)(1984年3月卒業),1
文学部国文学(大学)(2000年3月卒業),1
(1984年3月卒業),1
普通(高等学校)(1989年3月),1
児童教育学科初等教育(短期大学)(1994年3月卒業),1
医療秘書(専門学校)(2011年3月卒業),1
商業実務専門課程 ホテル学科(専門学校)(2012年3月卒業),1
文学部,1
人間健康学科(短期大学)(2012年3月卒業),1
美容師(専門学校),1
教育学研究科英語教育(大学院(修士))(2016年3月卒業),1
普通科(高等学校)(1967年3月卒業),1
普通科なし(高等学校)(1991年4月卒業),1
ペットビジネス学科トリマー(専門学校)(2021年3月卒業),1
情報技術科(短期大学)(2000年3月卒業),1
介護福祉学科介護(高等学校)(2029年3月卒業見込み),1
初等教育学科(短期大学),1
農学部バイオサイエンス学科(大学)(2010年3月卒業),1
商業科(高等学校)(1985年3月卒業),1
ホテル・ブライダル学科ホテルコース(専門学校)(2010年3月卒業),1
(専門学校)(1982年3月卒業),1
演奏学科ピアノ科(大学)(1981年3月卒業),1
社会福祉学部、社会福祉学科(大学)(2011年3月卒業),1
衛生専門課程栄養科(専門学校)(2000年3月卒業),1
福祉科介護(高等専門学校)(1998年3月卒業),1
文学部国文学科(大学)(1996年3月卒業),1
介護福祉士介護福祉士(専門学校)(2024年3月卒業),1
法経科経商コース(短期大学)(2024年3月卒業見込み),1
法学部法律学科(大学)(1993年3月),1
(専門学校)(2006年3月卒業),1
社会福祉学部社会福祉(短期大学)(1996年3月卒業),1
(大学)(2008年2月卒業),1
水産学部(大学)(1979年3月),1
食物栄養科栄養士コース(短期大学)(1989年3月卒業),1
介護(高等専門学校)(2021年4月卒業),1
英語・英語圏文化専攻(短期大学),1
文学部英文学科(大学)(1991年3月卒業),1
経済学部経済学科(大学)(2006年3月卒業),1
保育科(専門学校)(1993年3月卒業),1
ビューティメイク科(専門学校)(2004年3月卒業),1
トレース高等技術科トレース(専門学校)(1985年3月卒業),1
